player_id,player_name,team,position,broad_position,position_source,old_overall,new_overall,attribute_model_version,overall_model_version,model_coverage,overall_confidence,core_penalty,versatility_bonus,old_rank,new_rank,overall_change,rank_change
4683766,Isaiah Collier,UTA,PG,G,verified season statistics,59,60,v5-possession-expanded,v2-positional-value,100,Medium,2.22,0.0,291,328,1,-37
4433627,Keyonte George,UTA,PG,G,verified season statistics,55,60,v5-possession-expanded,v2-positional-value,100,Medium,1.03,0.0,340,333,5,7
5105839,Brice Sensabaugh,UTA,SF,F,verified season statistics,65,71,v5-possession-expanded,v2-positional-value,100,Medium,0.02,0.0,174,130,6,44
3133602,Svi Mykhailiuk,UTA,SF,F,verified season statistics,59,66,v5-possession-expanded,v2-positional-value,100,Medium,0.08,0.0,300,253,7,47
4432811,Josh Green,UTA,SG,G,verified season statistics,55,60,v5-possession-expanded,v2-positional-value,100,Medium,1.31,0.0,338,331,5,7
4065663,Josh Okogie,UTA,SG,G,verified season statistics,61,60,v5-possession-expanded,v2-positional-value,100,Medium,0.86,0.81,263,332,-1,-69
5160992,Alex Sarr,WAS,C,C,verified season statistics,65,64,v5-possession-expanded,v2-positional-value,100,Medium,0.06,0.0,172,265,-1,-93
6583,Anthony Davis,WAS,C,C,verified season statistics,82,76,v5-possession-expanded,v2-positional-value,100,Medium,0.0,0.99,2,42,-6,-40
4278129,Deandre Ayton,WAS,C,C,verified season statistics,74,72,v5-possession-expanded,v2-positional-value,100,Medium,0.0,0.85,37,108,-2,-71
4997537,Tristan Vukcevic,WAS,C,C,verified season statistics,67,60,v5-possession-expanded,v2-positional-value,100,Medium,0.0,0.0,154,335,-7,-181
4845374,Bub Carrington,WAS,PG,G,verified season statistics,57,64,v5-possession-expanded,v2-positional-value,100,Medium,0.38,0.0,319,266,7,53
4277905,Trae Young,WAS,PG,G,verified season statistics,61,67,v5-possession-expanded,v2-positional-value,100,Medium,0.74,0.0,270,231,6,39
4432819,Tre Mann,WAS,PG,G,verified season statistics,63,68,v5-possession-expanded,v2-positional-value,100,Medium,0.26,0.0,232,210,5,22
5104155,Bilal Coulibaly,WAS,SF,F,verified season statistics,60,62,v5-possession-expanded,v2-positional-value,100,Medium,1.29,0.0,272,306,2,-34
4432907,Justin Champagnie,WAS,SF,F,verified season statistics,71,77,v5-possession-expanded,v2-positional-value,100,Medium,0.06,1.04,81,36,6,45
6609,Khris Middleton,WAS,SF,F,verified season statistics,72,76,v5-possession-expanded,v2-positional-value,100,Medium,0.0,0.06,70,50,4,20
5174563,Kyshawn George,WAS,SG,G,verified season statistics,60,56,v5-possession-expanded,v2-positional-value,100,Medium,1.42,0.0,281,346,-4,-65
