player_id,year,round,pick,team
langdtr01,1999,1,11,CLE
langedo01,1954,4,35,NYK
langedo02,1959,5,40,BOS
langfro01,2019,1,14,BOS
langhbi01,1968,12,156,BOS
langhda01,2000,2,31,DAL
langja01,2003,2,48,NOH
langlbi01,1977,5,100,BOS
langmi01,1983,8,174,NYK
langsda01,1973,8,121,PHI
langsla01,1957,14,85,STL
laniebo01,1970,1,1,DET
laniech01,2025,2,37,DET
lantzst01,1968,3,23,SDR
lapharo01,1979,9,174,MIL
laravja01,2022,1,19,MIN
laresyo01,1960,6,46,STL
largemi01,1982,3,58,WSB
larkish01,2013,1,18,ATL
larraji01,1971,6,96,DET
larsoph01,1954,10,84,FTW
larsspe01,2024,2,44,HOU
larusru01,1959,2,12,MNL
laskojo01,1975,2,32,CHI
lasmest01,2007,2,46,GSW
latimle01,1981,7,159,MIL
lattida01,1967,1,10,SFW
laubja01,1950,9,98,BLB
laudepr01,1996,1,28,ATL
laureer01,1967,9,93,CHI
laureri01,1977,1,19,POR
lauribo01,1973,6,97,GSW
lauriha01,1968,8,98,DET
lauvejo01,2013,2,55,MEM
lavelto01,1949,2,16,BOS
lavelto02,1964,6,46,NYK
lavenra01,1971,14,209,BUF
lavinza01,2014,1,13,MIN
lavodan01,1985,3,52,LAC
lavorfr01,1973,10,160,GSW
lavoybo01,1950,1,9,INO
lawac01,2007,1,11,ATL
lawalga01,2010,2,46,PHO
lawleru01,1955,10,80,SYR
lawreda01,1980,2,32,POR
lawreed01,1976,5,84,CLE
lawrere01,1979,8,158,SDC
lawrewa01,1960,5,40,BOS
lawsoja01,1997,2,42,DEN
lawsoow01,1958,7,52,NYK
lawsoty01,2009,1,18,MIN
laymaja01,2016,2,47,ORL
laytomo01,1971,3,48,PHO
lazorbo01,1957,9,64,DET
leabi01,1952,7,,BLB
leachba01,1955,4,28,BOS
leafbr01,1982,7,146,IND
leaftj01,2017,1,18,IND
leaksma01,1968,2,20,DET
learha01,1956,1,8,PHW
leaveal01,1979,5,104,HOU
leavico01,1979,9,180,PHI
leavyea01,1987,7,148,CHI
lechmga01,1967,10,113,SEA
leckner01,1988,1,17,UTA
ledori01,2013,2,43,MIL
leebr01,1974,10,168,ATL
leebu01,1978,1,10,ATL
leecl01,1966,1,3,SFW
leeco01,2008,1,22,ORL
leeda01,1964,7,61,SFW
leeda02,2005,1,30,NYK
leedeed01,1949,2,,PRO
leedo01,1987,2,35,HOU
leeed01,1980,3,48,DEN
leege01,1959,4,26,DET
leegr01,1974,7,115,ATL
leeja01,1978,2,39,SEA
leeji01,1975,5,79,CLE
leejo01,1958,3,20,NYK
leeke01,1985,1,11,CHI
leely01,1957,6,47,SYR
leema01,2011,2,43,CHI
leemi02,1973,11,168,BUF
leeol01,1981,4,84,CHI
leeri01,1978,4,71,IND
leero01,1976,1,10,PHO
leero03,1979,8,150,DET
leeru01,1972,1,6,MIL
leesa01,2020,2,38,UTA
leeto01,1971,9,147,PHI
lefevcl01,1960,9,64,LAL
leflola01,1965,6,51,BAL
leftwsh01,1975,7,116,CLE
leggero01,1987,7,152,GSW
leiboba01,1967,5,48,NYK
leitema01,1976,10,162,POR
leitzpa01,1971,11,179,PHO
lembola01,1965,4,31,NYK
lemelma01,1980,8,177,PHI
lenal01,2013,1,5,PHO
lenarvo01,1994,2,46,MIL
lennobe01,1964,5,39,BAL
leonabr01,1982,8,181,MIL
leonafe01,1975,4,71,WSB
leonaga01,1989,2,34,MIN
leonajo01,1982,10,211,NYK
leonaka01,2011,1,15,IND
leoname01,2012,1,11,POR
leonasl01,1954,2,10,BLB
leschiv01,1968,10,130,BOS
lesji01,1986,3,70,ATL
leslial01,1981,2,37,IND
leslile01,1952,5,,ROC
leslitr01,2011,2,47,LAC
lessoma01,2017,2,50,PHI
lestema01,1978,10,192,ATL
lestero01,1980,1,10,POR
letavi01,1954,9,75,PHW
lettge01,1979,5,96,GSW
leuerjo01,2011,2,40,MIL
leunema01,2008,2,54,HOU
leverca01,2016,1,20,IND
leverfa01,1982,1,11,POR
levetgu01,1954,7,60,SYR
levetme01,1999,2,54,DET
levincl01,1982,1,9,DET
lewinno01,1953,6,,FTW
lewisal01,1957,6,46,PHW
lewisbi01,1978,4,83,SEA
lewisbo01,1967,4,39,SFW
lewisbo02,1968,14,172,SDR
lewisca01,1984,10,208,CHI
lewiscu01,1977,6,112,BUF
lewisda01,1971,1,12,PHI
lewisde01,1988,3,62,CHI
lewisem01,1979,9,179,DEN
lewisfl01,1973,11,169,CLE
lewisfr02,1966,10,88,CIN
lewisju01,1989,2,48,UTA
lewiske01,1986,6,125,SAS
lewiski01,2020,1,13,NOP
lewisla01,1969,9,126,PHI
lewisma01,1995,2,50,GSW
lewisma03,1969,11,152,NYK
lewisma05,2023,2,40,DEN
lewismi01,1968,7,88,BOS
lewisqu01,1999,1,19,UTA
lewisra01,1985,6,139,BOS
lewisra02,1998,2,32,SEA
lewisra03,1973,1,18,PHI
lewisre01,1987,1,22,BOS
lewisri01,1976,10,167,SEA
lewisro01,1977,7,144,DET
lewissc01,2021,2,56,CHO
lewiste01,1983,4,92,LAL
liberma01,1990,2,42,DEN
lichtto01,1989,1,15,DEN
lickebi01,1961,5,45,LAL
liddeej01,2022,2,41,NOP
liebejo01,1956,5,39,FTW
lienhbo01,1970,4,61,PHO
liggide01,2011,2,53,ORL
ligonbi01,1974,10,175,DET
liimbka01,1969,7,97,LAL
lillada01,2012,1,6,POR
lillito01,1953,10,,BOS
lillyla01,1973,6,100,NYK
lindele01,1976,4,67,BOS
lindeto01,1987,4,78,SEA
lindfr01,1969,11,142,PHO
lineji01,1950,4,45,INO
lingest01,1981,2,44,WSB
linkga01,1974,6,99,BUF
linnge01,1956,3,22,BOS
lipscro01,1947,6,,PRO
lipseto01,1976,7,113,LAL
lishcse01,2004,2,49,MEM
listeal01,1981,1,21,MIL
listeja01,1973,3,41,CLE
litchbi01,1949,9,,NYK
littlcl01,1955,5,40,FTW
littlda01,1983,3,61,DEN
littldo01,1973,4,54,BUF
littled01,1949,4,,BOS
littlge01,1969,5,68,NYK
littlna01,2019,1,25,POR
littlpa01,1983,7,154,POR
littlto01,1970,9,140,BOS
livelde01,2023,1,12,OKC
liveris01,2021,2,42,DET
livinch01,2023,2,58,MIL
livinra01,1996,2,42,HOU
livinro01,1947,5,,NYK
livinsh01,2004,1,4,LAC
lloydbo01,1967,7,69,DET
lloydch01,1970,10,159,SEA
lloydda01,1985,6,136,PHI
lloydea01,1950,9,101,WSC
lloydle01,1981,4,76,GSW
lloydsc01,1976,2,24,MIL
lloydth01,1956,10,76,BOS
llullse01,2009,2,34,DEN
lochmbo01,1952,1,8,SYR
lockege01,1971,3,36,CLE
lockeph01,1982,3,66,POR
lockhda01,1983,2,35,SAS
lockhke01,1985,6,119,NYK
lockhos01,1978,6,130,PHI
lockhto01,1976,5,75,MIL
lockro01,1988,3,51,LAC
loderke01,1981,1,17,KCK
lofgrdo01,1950,1,12,SYR
loftiwi01,1972,10,150,BAL
loganbi01,1956,5,38,BOS
loganch01,1983,5,96,CLE
loganda01,1976,9,143,KCK
loganhe01,1968,4,38,SEA
loganst01,2002,2,30,GSW
loggile01,1980,8,161,DET
lohaubr01,1987,2,45,BOS
lojewbo01,1985,5,98,SAC
lombaan01,1957,3,22,PHW
londoda01,1948,7,,STB
lonesro01,1959,10,73,STL
longgr01,1988,2,33,MIA
longjo01,1978,2,29,DET
longllu01,1991,1,7,MIN
longpa01,1966,15,106,STL
longte01,1982,7,149,POR
longwi01,1971,2,35,CLE
looneke01,2015,1,30,GSW
lopesal01,1966,13,103,BAL
lopezbr01,2008,1,10,NJN
lopezfe01,1998,1,24,SAS
lopezra01,2001,1,24,UTA
lopezro01,2008,1,15,PHO
lorbeer01,2005,2,46,IND
loscuji01,1955,1,4,BOS
loterfr01,1970,14,208,POR
lottca01,1987,5,98,CLE
lottpl01,1967,5,54,SEA
loudeja01,1962,4,35,LAL
loughke01,1961,11,92,NYK
louzama01,2019,2,35,ATL
lovebo01,1965,4,36,CIN
lovecr01,1971,8,121,BUF
lovedpa01,1969,6,85,BAL
loveke01,2008,1,5,MEM
lovelcl01,1952,1,10,MNL
loveri01,1977,2,38,GSW
lovest01,1971,1,9,BAL
lowerch01,1971,8,125,SEA
lowergr01,1972,15,192,CHI
lowesi01,1983,2,25,CHI
lowrybi01,1960,6,44,DET
lowryky01,2006,1,24,MEM
lowryth01,1964,11,89,PHI
lowthbo01,1948,8,,MNL
lozonha01,1970,13,194,SDR
lucased01,1999,2,58,UTA
lucasje01,1962,1,6,CIN
lucasjo01,1976,1,1,HOU
lucasma01,1974,1,14,CHI
luchibr01,1968,11,146,MIL
luchijo01,1951,3,26,NYK
luckete01,1961,2,20,PHW
luckewa01,1975,2,27,DET
luckke01,1982,8,173,WSB
luety01,1998,1,23,DEN
luisiji01,1951,6,57,BOS
lumpkph01,1974,2,34,POR
lumppra01,1948,2,,INJ
lundyse01,2023,2,46,ATL
lutzja01,1969,12,157,MIL
luwawti01,2016,1,24,PHI
luykcl01,1962,4,29,NYK
lydonty01,2017,1,24,UTA
lyleske01,1982,9,199,PHO
lylestr01,2015,1,12,UTA
lynamke01,1981,6,118,NJN
lynamrb01,1966,11,95,CIN
lynchbo01,1970,5,74,SEA
lynchde01,1964,11,87,NYK
lynchdo01,1960,8,60,SYR
lynchge01,1993,1,12,LAL
lynchke01,1991,2,28,CHH
lynnbo01,1972,7,98,POR
lynnlo01,1966,12,99,STL
lynnmi01,1967,5,51,SFW
lyonske01,1983,2,47,PHI
maasch01,1949,5,,INJ
mabrybo01,1970,9,141,CIN
macalmi01,1973,6,88,BUF
macaued01,1949,1,5,STB
maccuto01,1999,2,47,PHI
macgiro01,1952,3,,ROC
mackejo01,1972,4,57,SEA
mackema01,1993,1,27,PHO
mackge01,1967,13,139,PHI
macklru01,1981,3,52,ATL
macklve01,2011,2,52,DET
mackngu01,1969,6,81,ATL
macknjo01,1948,3,,ROC
mackol01,1979,2,25,LAL
macksh01,2011,2,34,WAS
mackto01,1989,2,54,PHI
macledo01,1992,1,19,DET
maconma01,1991,1,8,DEN
macvami01,2011,2,54,CLE
macyky01,1979,1,22,PHO
madarya01,2020,2,47,BOS
maddoti01,2002,2,38,HOU
madsema01,2000,1,29,LAL
maduach01,2011,2,56,LAL
mageehe01,1963,7,63,BOS
mageeke01,1982,2,39,PHO
magerno01,1950,5,50,BLB
maggeco01,1999,1,13,SEA
magidbr01,1979,8,157,IND
magleda01,1982,2,28,CLE
maglijo01,1957,6,41,CIN
magloja01,2000,1,19,CHH
maguini01,1953,20,,ROC
magulmi01,1952,8,,BLB
mahafra01,1967,2,16,LAL
mahfoha01,1955,11,87,FTW
mahinia01,2005,1,28,SAS
mahlabo01,1962,14,97,CHZ
mahonbr01,1971,5,69,CLE
mahonjo01,1955,6,44,BOS
mahonmo01,1950,6,61,BOS
mahorri01,1980,2,35,WSB
mailedi01,1965,11,88,CIN
mainobi01,1971,6,101,NYK
majerda01,1988,1,14,PHO
majokat01,2011,2,58,LAL
majorga01,1969,9,127,BAL
majorno01,1962,16,101,CHZ
makerth01,2016,1,10,MIL
malamli01,1948,7,,ROC
malcoer01,1979,3,61,BOS
maledth01,2020,2,34,PHI
malleje01,1957,4,31,SYR
malonga01,1985,7,143,LAC
malongo01,1997,2,44,MIN
malonje01,1983,1,10,WSB
malonka01,1985,1,13,UTA
malovst01,1978,7,149,PHO
maloymi01,1970,10,157,BOS
maluakh01,2025,1,10,HOU
mamuksa01,2021,2,54,IND
manakte01,1973,3,36,ATL
mandijo01,1947,9,,WSC
mangake01,1972,9,133,DET
manghwa01,1960,10,72,NYK
mannbi01,1951,3,21,BLB
manncy01,1975,4,72,BOS
mannida01,1988,1,1,LAC
mannida02,1956,9,64,ROC
mannied01,1967,8,80,BAL
mannigr01,1981,7,147,DEN
mannigu01,1966,10,87,BAL
mannijo01,1951,8,74,FTW
mannijo02,1979,6,112,CLE
mannini01,2020,2,48,GSW
mannipa01,1983,2,43,GSW
manniri01,1993,2,40,ATL
manniro01,1968,12,148,SDR
manniro02,1972,18,198,CHI
mannite01,1965,5,41,DET
mannma01,1996,2,40,GSW
mannte01,2019,2,48,LAC
manntr01,2021,1,18,OKC
mantini01,1959,5,39,STL
mantzbo01,1958,8,58,CIN
maravpe01,1970,1,3,ATL
marblde01,2014,2,56,DEN
marblro01,1989,1,23,ATL
marbuer01,1982,6,117,SDC
marbust01,1996,1,4,MIL
marchdo01,1979,3,57,ATL
marcipa01,1948,15,,BLB
marcisa01,1987,6,127,GSW
marcugl01,1981,8,166,CLE
mariasa01,1947,7,,WSC
marinja01,1966,1,5,BAL
marinva01,2019,2,60,SAC
mariosh01,1999,1,9,PHO
marioty01,1971,5,73,CIN
markeea01,1953,4,,BOS
markkla01,2017,1,7,MIN
markobo01,2025,2,47,MIL
markoda01,2006,2,59,SAS
marksse01,1998,2,44,NYK
marlaha01,1970,16,224,DET
marotma01,1984,9,201,NYK
marqude01,1982,7,147,DET
marqule01,1981,9,199,SAS
marrejo01,1970,4,68,NYK
marrsda01,1976,5,78,HOU
marshar01,1988,3,75,SAS
marshdo01,1994,1,4,MIN
marshdo02,1995,2,39,CLE
marshhu01,1967,12,131,PHI
marshji01,1968,11,136,SEA
marshke01,2012,1,13,PHO
marshle01,1957,5,37,NYK
marshmi01,1986,7,156,DEN
marshri01,1977,8,165,GSW
marshto01,1954,1,7,ROC
marskbo01,1953,7,,PHW
marskha01,1958,9,66,DET
marteke01,1972,10,145,CLE
martera01,1981,7,149,WSB
martevi01,1984,7,150,ATL
martial01,2025,2,39,TOR
martian01,1980,6,123,CLE
martibi01,1985,2,26,IND
martibi02,1976,9,144,DET
martibr01,1984,9,185,IND
martica03,1968,6,69,CIN
marticl01,1987,3,61,UTA
martico01,2019,2,36,CHO
marticu01,1995,2,57,ATL
martide01,1973,10,156,CLE
martiet01,1981,4,74,CLE
martife01,1985,2,38,NJN
martigo01,1963,7,62,LAL
martija01,2015,1,25,MEM
martije01,1989,2,31,LAC
martijo01,1983,4,79,DAL
martike01,2000,1,1,NJN
martike02,2004,1,26,SAC
martike04,2020,2,52,SAC
martila01,1972,1,1,POR
martima01,1986,1,16,DEN
martimi01,1974,4,69,DET
martiph01,1954,4,29,MLH
martiro01,1978,8,161,CLE
martisl01,1949,3,,MNL
martist01,1979,10,202,WSB
martite02,1972,4,62,CHI
martite03,1981,9,197,CHI
martite04,1984,5,104,ATL
martito01,1984,6,123,GSW
martity01,2022,2,51,GSW
martiwa01,1986,4,73,CLE
martiwh01,1961,2,15,NYK
martymi01,1948,5,,CHS
mashaja01,2025,2,59,HOU
mashbja01,1993,1,4,DAL
masonan01,1988,3,53,POR
masonbo01,1959,5,36,MNL
masonde01,2000,1,17,SEA
masondo01,1982,5,114,PHI
masonfl01,1971,12,192,PHO
masonfr01,2017,2,34,SAC
masonlc01,1976,5,83,WSB
masonri01,1968,19,209,CHI
masonro01,2002,2,31,CHI
massele01,1978,2,38,LAL
masseto01,1990,2,43,SAS
masted01,1969,3,40,NYK
masteji01,1984,6,127,ATL
mathebo01,1953,7,,NYK
mathebu01,1978,2,28,HOU
mathefl01,1972,11,159,KCO
mathube01,2022,1,6,IND
matkoka01,2022,2,52,NOP
matsobi01,1962,9,79,LAL
matsool01,1978,7,135,IND
matsora01,1967,11,122,SEA
matthau01,1978,6,117,DET
matthke01,1981,10,222,BOS
matthwe01,1980,1,14,WSB
mattibo01,1954,2,11,MLH
mattiri01,1980,6,121,NJN
matusdo01,1959,8,56,CIN
mavrolo01,2006,2,57,MIN
maxeyma01,1992,2,28,MIN
maxeyty01,2020,1,21,PHI
maxieja01,2005,1,26,DET
maxwece01,1977,1,12,BOS
maxweda01,1983,9,188,SDC
maxweme01,1981,10,205,DET
maxweve01,1988,2,47,DEN
maybele01,1992,1,23,MIL
maydo01,1968,3,30,NYK
mayerro01,1956,4,28,NYK
mayescl01,1975,2,22,MIL
mayesde01,1979,6,116,MIL
mayfike01,1971,3,50,NYK
mayhest01,1977,3,51,IND
mayjo01,1981,4,71,DET
mayke01,1971,7,110,GSW
maynoer01,2009,1,20,UTA
maynoge01,1979,4,72,CHI
mayooj01,2008,1,3,MIN
maysc01,1976,1,2,CHI
mayse01,2005,1,13,CHA
mayssk01,2020,2,50,ATL
maystr01,1990,1,14,SAC
mayto01,1987,4,73,SAS
mazejc01,1952,3,,BOS
mazried01,1962,11,88,NYK
mbahalu01,2008,2,37,MIL
mcadobo01,1972,1,2,BUF
mcadoro01,1982,10,216,ATL
mcandma01,1976,8,136,BUF
mcartga01,1951,4,40,MNL
mcatebo01,1962,7,57,STL
mcbrijo01,1969,13,173,SDR
mcbrike01,1952,3,,SYR
mcbrimi01,2021,2,36,OKC
mccafji01,1986,6,123,PHO
mccaija01,2024,1,16,PHI
mccalra01,2013,2,36,SAC
mccalra02,1983,8,164,IND
mccalti01,1987,3,47,LAC
mccanbo01,1987,2,32,MIL
mccanbr01,1957,1,5,NYK
mccangl01,1986,7,145,SEA
mccanra01,2005,1,14,MIN
mccansa01,1974,8,142,CHI
mccansc01,1972,9,130,POR
mccaran01,1975,8,136,CLE
mccarja01,1958,16,87,CIN
mccarjo01,1956,4,25,ROC
mccarjo02,1958,9,67,NYK
mccarmi02,1968,15,183,CHI
mccarsa01,1972,8,127,BOS
mccarwa01,1996,1,19,NYK
mccarwa02,1955,10,77,NYK
mccarwi01,1969,1,12,LAL
mccasam01,1996,2,49,ORL
mccawpa01,2016,2,38,MIL
mcclaal01,1984,5,97,HOU
mccladw01,1985,2,27,IND
mcclate01,1971,2,22,ATL
mccledo01,1970,11,176,POR
mccleji01,1958,6,42,CIN
mcclibi01,1961,6,54,LAL
mcclida01,2000,2,53,DEN
mcclija01,2009,2,51,SAS
mccloan01,1986,6,136,PHI
mccloge01,1989,1,7,IND
mccolcj01,2013,1,10,POR
mccolle01,1971,13,199,HOU
mccolro01,1965,12,94,CIN
mccolsc01,1984,5,110,GSW
mccomke01,1962,10,86,SFW
mccommi01,1983,8,168,UTA
mcconji01,1955,7,50,ROC
mcconjo01,1951,1,5,SYR
mcconmi02,1977,4,79,CHI
mccorcr01,1982,4,90,LAL
mccorji01,1963,6,50,CIN
mccorke01,1979,10,198,PHI
mccorti01,1984,1,12,CLE
mccoybi01,1973,6,90,SEA
mccoybo01,1957,2,10,DET
mccoyje01,1998,2,33,SEA
mccoyju01,1956,7,50,STL
mccoymi01,1963,3,22,DET
mccracl01,1983,10,218,DEN
mccraer01,1960,17,95,CIN
mccragr01,1981,9,203,BOS
mccrala01,1974,6,100,NOJ
mccrama01,1982,5,108,PHO
mccraro01,1983,1,3,HOU
mccrasc01,1983,2,36,SEA
mcculbo01,1962,4,32,SYR
mcculch01,2015,1,29,BRK
mcculjo01,1979,4,85,KCK
mcculke01,2024,2,56,PHO
mccurbo01,1975,8,132,MIL
mccutri01,1976,8,130,NYK
mcdadjo01,1959,9,62,CIN
mcdadvo01,1991,2,53,NJN
mcdanja01,2019,2,52,CHO
mcdanja02,2020,1,28,LAL
mcdanji01,1971,2,23,SEA
mcdankj01,2014,2,32,PHI
mcdanma01,1983,7,153,DEN
mcdanxa01,1985,1,4,SEA
mcderde01,1974,8,140,NYK
mcderdo01,2014,1,11,DEN
mcderjo01,1963,5,37,NYK
mcdivgr01,1970,3,44,PHO
mcdonbe01,1984,3,50,CLE
mcdonbo01,1961,6,57,STL
mcdonbu01,1959,6,46,NYK
mcdongl01,1974,1,17,BOS
mcdonji01,1960,21,101,CIN
mcdonke01,1978,2,42,SEA
mcdonke02,1979,8,148,UTA
mcdonle01,1978,4,76,SDC
mcdonmi01,1995,2,55,GSW
mcdonro01,1967,9,101,SEA
mcdougr01,1974,3,54,MIL
mcdowar01,1980,7,154,KCK
mcdoweu01,1985,3,68,MIL
mcdowha01,1981,5,102,GSW
mcdowje01,1952,6,,ROC
mcdyean01,1995,1,2,LAC
mcelrji01,1975,3,38,NOJ
mcfargo01,1963,13,82,STL
mcfarpa01,1973,2,28,NYK
mcgahme01,1948,3,,NYK
mcgarmi01,2014,1,21,OKC
mcgeeja01,2008,1,18,WAS
mcgeemi01,1981,1,19,LAL
mcgilbe01,1969,6,74,SEA
mcgilbi01,1962,1,1,CHZ
mcgiljo01,1976,3,41,NYK
mcginge01,1973,2,22,PHI
mcglojo01,1965,3,27,CIN
mcgonji01,1968,11,137,CHI
mcgovde01,1965,13,95,NYK
mcgowan01,1953,4,,SYR
mcgowbr01,2022,2,40,MIN
mcgratr01,1997,1,9,TOR
mcgrawa01,1973,8,135,MIL
mcgregi01,1971,6,89,CIN
mcgriel01,1965,12,93,STL
mcguial01,1951,6,56,NYK
mcguial02,1973,3,49,NYK
mcguico01,1963,4,36,BOS
mcguidi01,1949,1,8,NYK
mcguido01,2007,2,47,WAS
mchalke01,1980,1,3,BOS
mcharma01,1964,7,60,STL
mcilvji01,1994,2,32,WSB
mcinnje01,1996,2,37,DEN
mcintbo01,1966,4,34,STL
mcintji01,1949,,,ROC
mcintke01,1971,1,15,CHI
mcintke02,1965,3,26,STL
mcintro01,1970,6,89,BOS
mckaist01,1969,20,218,BAL
mckaymi01,1982,5,95,UTA
mckeaji01,1968,7,80,SEA
mckeebo01,1955,4,26,ROC
mckeeje01,1969,11,155,BAL
mckenfo01,1986,3,48,SAS
mckenke01,1981,4,88,LAL
mckenke02,1975,8,138,SEA
mckenpa01,1962,15,99,CHZ
mckenst01,1966,11,94,BAL
mckeyde01,1987,1,9,SEA
mckieaa01,1994,1,17,POR
mckinbi01,1977,6,115,PHO
mckinjo01,1970,4,55,BOS
mckinla01,1981,7,152,IND
mckinlo01,1976,5,85,BOS
mckinpa01,1977,8,166,WSB
mckoywa01,1981,3,63,NYK
mclaiga01,1985,7,154,NJN
mclaima01,1983,9,192,DET
mclando01,1954,4,33,SYR
mclaufr01,1969,10,138,NYK
mclauji01,1956,6,45,SYR
mclaume01,1983,6,119,CLE
mclembe01,2013,1,7,SAC
mclemmc01,1964,3,25,SFW
mcleoba01,1976,7,105,CHI
mcleoed01,1979,9,182,SAS
mcleoge01,1952,4,,MLH
mcleoro01,1998,1,20,ATL
mclouji01,1984,8,167,LAC
mcmahja01,1952,2,,ROC
mcmahst01,1972,9,134,KCO
mcmanal01,1970,13,197,SEA
mcmilch01,1978,7,136,KCK
mcmilja01,1967,9,94,LAL
mcmilje01,1984,8,175,SEA
mcmilji01,1970,1,13,LAL
mcmilll01,1977,3,54,NYK
mcmilna01,1986,2,30,SEA
mcmilsh01,1958,6,43,DET
mcmilto01,1974,1,9,BUF
mcmulji01,1949,,,BLB
mcmurch01,1973,12,178,CLE
mcnamjo01,1950,1,10,ROC
mcnamma01,1982,1,22,PHI
mcneach01,1983,2,38,KCK
mcneecl01,1947,1,1,PIT
mcneeli01,2025,1,29,PHO
mcneibo01,1960,3,19,NYK
mcneich01,1960,5,35,NYK
mcneige01,1966,8,70,DET
mcneiho01,1982,5,113,LAL
mcneila01,1973,2,25,KCO
mcnulca01,1952,3,,MNL
mcphehe01,1967,5,55,SDR
mcphera01,1982,9,188,DAL
mcpipca01,1979,5,103,PHI
mcpipro01,1973,8,136,LAL
mcqueco01,1985,4,91,MIL
mcraeco01,1993,2,38,WSB
mcraejo01,2014,2,58,SAS
mcreyth01,1965,11,85,BAL
mcrobcl01,1961,13,103,CIN
mcrobjo01,2007,2,37,POR
mcsweel01,1976,10,171,CLE
mcwiler01,1972,3,37,HOU
meachda01,1967,17,158,CIN
meaghda01,1985,6,126,CHI
mealybo01,1960,3,23,PHW
meansdi01,1952,10,,MNL
medlety01,1974,5,79,ATL
medskdo01,1958,12,80,CIN
meeda01,1993,2,34,GSW
meeker01,1995,2,41,HOU
meeksjo01,2009,2,41,MIL
meelycl01,1971,1,7,HOU
meentsc01,1986,4,74,CHI
meierca01,1974,9,155,GSW
meinemo01,1952,2,,FTW
mejiasa01,2007,2,57,DET
melchbi01,1966,2,19,PHI
melchga01,1973,2,33,PHO
melchge01,1951,1,1,BLB
melofa01,2012,1,22,BOS
meltode01,2018,2,46,HOU
meltoge01,1982,9,204,PHI
meminde01,1971,1,16,NYK
mencech01,1955,2,14,MNL
mendemi01,1959,3,17,CIN
menegdi01,1970,11,182,ATL
mengejo01,1971,2,21,CIN
mercela01,1980,3,60,SAS
mercero01,1997,1,6,BOS
merchpa01,1950,4,48,SYR
meredji01,1971,10,153,CLE
meriwjo01,1975,1,11,HOU
meriwpo01,1962,3,23,SYR
merkima01,1967,11,117,NYK
merrihe01,1958,11,77,DET
merrisa01,2020,2,60,NOP
merriwi01,1959,8,61,STL
mertejo01,1981,10,207,UTA
meschto01,1961,1,7,PHW
metcabo01,1950,6,68,FTW
metuch01,2018,2,49,SAS
meyerbi01,1965,11,84,NYK
meyerda01,1975,1,2,LAL
meyerjo01,1971,18,233,BUF
meyerlo01,1995,1,24,DAL
mianidi01,1956,11,80,NYK
michela01,1983,2,29,CHI
michida01,2016,2,39,NOP
micicva01,2014,2,52,PHI
mickejo01,2015,2,33,BOS
mickepa01,1967,14,142,BAL
mickepe01,2000,2,58,DAL
middlda01,1988,3,68,ATL
middlkh01,2012,2,39,DET
migueni01,1985,3,62,NJN
mihmch01,2000,1,7,CHI
mikaned01,1948,1,5,CHS
mikanla01,1970,4,64,LAL
mikante01,1974,6,104,NYK
mikeltr01,1983,5,105,NYK
mikkeve01,1949,1,11,MNL
milescj01,2005,2,34,UTA
milesda01,2000,1,3,LAC
milesed01,1963,1,4,DET
milhojo01,1960,13,85,CIN
milhoju01,1951,4,39,PHW
milicda01,2003,1,2,DET
milicma01,1997,2,34,PHI
millaru01,1996,2,39,PHO
millean01,1994,2,39,GSW
millean02,1999,1,8,CLE
millebo01,1978,4,85,PHO
millebo02,1969,12,156,PHO
millebr02,2023,1,2,CHO
milleda01,2012,2,46,NOH
milleda02,1968,12,159,MIL
milleda03,1968,17,198,SDR
milleda04,1947,8,,NYK
milledi01,1980,2,40,IND
milledi02,1956,9,67,NYK
milleed01,1952,2,,MLH
milleel01,1967,7,79,SDR
milleho01,1975,7,120,SEA
milleji01,1985,6,129,UTA
millejo01,1955,4,30,MNL
millejo02,2023,2,48,LAC
millela01,1968,5,62,PHI
millele01,2023,2,33,SAS
millemi01,2000,1,5,ORL
milleol01,1992,1,22,PHO
millepa01,1976,4,62,PHO
millepu01,1981,3,60,IND
millequ01,2012,2,38,DEN
millere01,1987,1,11,IND
millero01,1964,7,57,BAL
millimi01,1983,5,116,PHI
millimi02,1987,5,103,IND
millsbo01,1957,10,72,STL
millsch01,1993,1,22,CLE
millsda01,1961,8,73,SYR
millsda02,1966,7,64,BAL
millsdo01,1960,18,97,CIN
millsdo02,1984,10,217,ATL
millsed01,1948,6,,CHS
millsjo03,1947,7,,PRO
millspa01,2006,2,47,UTA
millspa02,2009,2,55,POR
millssh01,1993,2,29,MIN
millste01,1990,1,16,MIL
miltosh01,2018,2,54,DAL
milutni01,2015,1,26,SAS
mimitja01,1958,6,46,SYR
minarri01,2004,2,48,SAC
minceje01,1986,5,94,NYK
mindema01,1981,7,156,SAS
minerha01,1992,1,12,MIA
minesba01,1983,4,87,NJN
mingya01,2002,1,1,HOU
minnida01,1973,4,53,PHI
minnidi01,1983,2,33,DAL
minorgr01,1994,1,25,LAC
minorma01,1972,11,165,BOS
minorry01,1996,2,32,PHI
minotjo01,2022,2,45,CHO
minsoro01,1951,2,16,NYK
miralal01,2004,2,39,TOR
miransa01,1952,7,,ROC
mirkope01,1980,6,125,POR
mirotni01,2011,1,23,HOU
misakwa01,1947,7,,NYK
miscebo01,1978,6,112,SDC
missiyv01,2024,1,21,NOP
mitchaj01,2024,2,38,NYK
mitchbe01,1981,8,175,CHI
