player_id,year,round,pick,team
domerje01,1954,11,91,MLH
dominti01,1973,8,130,ATL
donalja01,1979,4,73,SEA
doncilu01,2018,1,3,ATL
donhabo01,1950,3,25,BOS
donnebu01,1952,4,,SYR
donovbi01,1987,3,68,UTA
donovha01,1949,3,,NYK
doogajo01,1953,11,,PHW
doolehe01,1955,13,94,BOS
doolene01,1948,8,,BOS
doolike01,2000,1,10,ORL
dopsode01,1951,6,60,MNL
dormeje01,1957,4,25,CIN
dorseja01,1976,2,26,NOJ
dorsejo01,2008,2,33,POR
dorsero01,1971,13,204,PHO
dorsety01,2017,2,41,ATL
doseto01,1964,3,23,LAL
dostyro01,1981,7,148,GSW
dosunay01,2021,2,38,CHI
dotsoda01,2017,2,44,NYK
dotsohe01,1970,7,112,PHO
dotylo01,1950,8,88,TRI
doubyqu01,2006,1,19,SAC
doughdi01,1960,7,51,NYK
douglbr01,1986,3,57,SAC
douglch01,2008,2,40,NJN
douglja01,1971,16,226,BUF
dougljo01,1978,6,118,NOJ
douglle01,1976,1,4,DET
douglsh01,1989,2,28,MIA
douglto01,2009,1,29,LAL
doumbse01,2019,1,15,DET
douthma01,2004,2,56,LAL
doverda01,1971,10,161,BOS
doveso01,1967,1,4,DET
dowelde01,1987,2,37,WSB
downeda01,1963,4,30,SFW
downich01,1972,11,163,NYK
downist01,1973,1,17,BOS
downiwa01,1986,6,138,LAL
downsra01,1957,6,44,STL
doyleda01,1961,5,44,DET
doylege01,1973,6,94,PHO
doyleji01,1950,11,120,INO
doylemi02,1980,5,110,ATL
doyleri01,1984,5,112,DET
doziero01,2009,2,60,MIA
dragigo01,2008,2,45,SAS
dragita01,2008,2,53,UTA
dreiege01,1957,11,77,STL
dreilgr01,1986,2,26,IND
drejech01,2004,2,51,NJN
dreplmi01,1968,15,185,CIN
drewbr01,1998,1,16,HOU
drewjo01,1974,2,25,ATL
drewla01,1980,1,17,DET
drexlcl01,1983,1,14,POR
driscte01,1969,1,4,DET
drobnpr01,1997,2,49,WAS
drollra01,1976,7,121,BOS
dropowa01,1947,1,4,PRO
drosdbi01,1971,10,159,GSW
drumle01,1983,7,150,ATL
drumman01,2012,1,9,DET
drummsa01,1979,4,76,HOU
duartch01,2021,1,13,IND
duartra01,1969,12,160,SDR
dubljbo01,2013,2,59,MIN
duckedi01,1957,2,9,CIN
ducketo01,1985,6,123,ATL
duckhhe01,1954,9,79,NYK
duckwke01,1986,2,33,SAS
duckwla01,1970,9,145,BUF
dudlech01,1972,5,76,GSW
dudlech02,1987,4,75,CLE
dudleja01,2007,1,22,CHA
duenaro01,1997,2,58,CHI
duerote01,1979,3,48,DET
dueybi01,1972,9,141,GSW
dufflch01,1953,12,,PHW
duffto01,1966,5,49,PHI
duffybi01,1982,5,109,DEN
duffybo02,1962,2,12,STL
duffyha01,1958,11,75,MNL
duffyma01,1955,5,39,SYR
duggear01,1977,3,64,PHI
duggigl01,1951,6,51,BLB
duhonch01,2004,2,38,CHI
dukeswa01,1953,1,8,NYK
duklebo01,1970,11,181,LAL
dumarjo01,1985,1,18,DET
dumasri01,1968,7,83,CIN
dumasri02,1991,2,46,PHO
dumasto01,1994,1,19,DAL
dunbalo01,1975,4,59,PHI
duncaan01,1947,6,,NYK
duncaca01,1985,2,30,CLE
duncajo01,1967,10,112,SDR
duncajo02,1971,7,108,SEA
duncalo01,1986,6,128,WSB
duncati01,1997,1,1,SAS
dunhati01,1983,4,85,POR
dunklsp01,1993,2,51,IND
dunlaro01,1968,2,19,CHI
dunlemi01,1976,6,99,PHI
dunlemi02,2002,1,3,GSW
dunnje01,1972,7,107,SEA
dunnkr01,2016,1,5,MIN
dunnpa01,1956,6,44,NYK
dunnra01,1984,10,224,POR
dunnry01,2024,1,28,DEN
dunntr01,1977,2,41,POR
duponbe01,1974,9,152,SEA
duponje01,1958,13,84,CIN
duprite01,1980,9,180,DET
durandw01,1969,6,82,NYK
duranke01,2007,1,2,SEA
durenja01,2022,1,13,CHO
durenjo01,1980,1,19,UTA
durhaja01,1971,4,62,DET
durhapa01,1989,2,35,DAL
durrade01,1984,2,25,IND
durreke01,1971,1,4,CIN
durster01,1963,9,72,DET
dutchal01,1980,8,176,SEA
duvalde01,1974,2,30,WSB
dwyercl01,1955,8,64,SYR
dyerri01,1966,11,92,NYK
dykemcr01,1981,3,66,PHO
dykerge01,1953,4,,MLH
dykseto01,1970,8,134,BAL
dykstjo01,1983,9,204,PHO
dysonwa01,1972,5,75,PHO
eacklle01,1988,2,36,WSB
eakinji01,1968,5,57,SFW
earlac01,1993,1,19,BOS
earlycl01,2014,2,34,NYK
easleke01,1981,10,216,CHI
easonta01,2022,1,17,HOU
eatonma01,1979,5,107,PHO
eatonto01,1967,12,124,BAL
eavesje01,1982,3,55,UTA
ebankde01,2010,2,43,LAL
ebbenbi01,1957,3,18,DET
ebelijo01,1982,5,101,DET
eberhal01,1974,1,15,DET
eberlmi01,1968,16,195,LAL
ebertpa01,1954,5,38,MLH
ebind01,2003,1,26,MIN
ebronro01,1974,4,68,NYK
ebydo01,1953,6,,PHW
eckwost01,1979,9,177,POR
eddledi01,1949,3,,CHS
edelike01,1984,7,140,IND
edeyza01,2024,1,9,MEM
edgech01,1972,6,92,PHO
edgecvj01,2025,1,3,PHI
edmisdo01,1959,9,63,DET
edmonbo01,1964,6,48,BAL
edmonke01,1982,1,10,ATL
edmunda01,1975,7,112,PHO
edmunst01,1978,3,66,POR
edneyty01,1995,2,47,SAC
edwaran01,2020,1,1,MIN
edwarbi02,1953,12,,ROC
edwarbl01,1989,1,21,UTA
edwarbo01,1969,8,100,PHO
edwarca01,2019,2,33,PHI
edwarco01,2002,2,58,SAC
edwardo01,1993,1,15,ATL
edwarfr01,1981,1,22,PHI
edwarja01,1977,3,46,LAL
edwarja02,1989,2,33,LAC
edwarke01,1988,1,20,MIA
edwarke02,2021,2,44,BRK
edwarmi01,1965,6,52,PHI
edwarmi02,1978,5,106,DEN
edwarmi03,1982,10,208,UTA
edwaroz01,1973,3,40,CLE
edwarvi01,2018,2,52,UTA
eganja01,1961,3,29,PHW
eganjo01,1961,2,17,DET
ehlerbu01,1947,1,3,BOS
ehlocr01,1983,3,48,HOU
ehmanfr01,1955,4,32,SYR
eisleho01,1994,2,30,MIN
eisonwi01,1959,4,28,MNL
ekeziob01,1999,2,37,VAN
elamikh01,2000,2,34,CHI
elderph01,1973,17,205,CLE
eldrile01,1971,8,135,NYK
eliema01,1985,7,160,MIL
elismed01,1997,2,41,SEA
eliyali01,2006,2,44,ORL
ellebcj01,2020,2,46,POR
ellenhe01,2016,1,18,DET
ellinji01,1980,8,166,CLE
ellinwa01,2009,1,28,MIN
elliobo01,1977,2,42,PHI
ellioga01,1970,13,202,LAL
elliose01,1989,1,3,SAS
ellisbi01,1961,8,72,LAL
ellisbo01,1958,3,17,MNL
ellisbo02,1977,1,17,WSB
ellisch01,1969,5,62,CHI
ellisda01,1983,1,9,DAL
ellisjo01,1966,2,13,SFW
ellisla01,1992,1,5,DEN
ellisle01,1962,1,8,LAL
ellisle02,1991,1,22,LAC
ellismo01,2005,2,40,GSW
ellisno01,1963,4,29,BAL
ellispe01,1989,1,1,SAC
ellisra01,1979,6,120,POR
ellisro01,1992,2,49,PHO
ellissa01,1980,4,73,DEN
ellzyve01,1971,8,133,PHO
elmorbo01,1977,4,67,NJN
elmorga01,1987,6,133,MIL
elmorge01,1964,4,34,SFW
elmorle01,1974,1,13,WSB
elonuch01,2009,2,59,LAL
elrodri01,1982,8,177,PHO
elsonfr01,1999,2,41,DEN
elstoda01,1974,3,43,ATL
elyme01,2002,1,12,LAC
emanumi01,1984,9,190,WSB
embiijo01,2014,1,3,PHI
embryma01,1986,4,84,UTA
embrywa01,1958,3,23,STL
emmato01,1983,10,210,CHI
emmetan01,2004,2,35,SEA
endicbi01,1975,10,174,BOS
englaji01,1971,6,100,CHI
englama01,1985,6,127,WSB
englech01,1982,3,60,GSW
englejo01,1976,4,66,CLE
engleku01,1957,4,26,DET
engliaj01,1990,2,37,WSB
englial01,1976,2,23,MIL
englibi01,1969,10,131,DET
englicl01,1970,7,110,POR
engliki01,2012,2,44,DET
englima01,1948,9,,BLB
englisc01,1972,3,33,PHO
engrebi01,1961,14,105,NYK
ennisja01,2013,2,50,ATL
ennisty01,2014,1,18,PHO
entzmhe01,1978,7,138,DET
eppsle01,1968,11,135,SDR
eppsra01,1977,5,104,GSW
erdense01,2008,2,60,BOS
erdmana01,1997,2,57,UTA
eriasbo01,1954,5,43,ROC
erickbi01,1950,7,76,TRI
erickda01,1963,4,31,DET
erickke01,1965,3,21,SFW
erickri01,1970,19,237,SDR
erickst01,1974,5,83,GSW
eriksma01,2015,2,50,ATL
ernstvi01,1963,6,54,BOS
errecjo01,1974,6,101,GSW
ervinbu01,1967,10,111,PHI
ervinca01,1980,7,158,SEA
ervinju01,1972,1,12,MIL
eschmev01,1999,2,34,NJN
essenno01,2025,1,12,CHI
esterpa01,1954,7,59,BOS
estesro01,1982,10,210,KCK
evansbi01,1969,13,175,BOS
evansbi02,1955,5,34,ROC
evansbi03,1949,,,BLB
evansbo01,1949,4,,INJ
evansbo02,1984,7,154,UTA
evansbr01,1996,1,27,ORL
evansda01,1983,7,143,SDC
evansea01,1978,8,157,DET
evanshu01,1963,12,80,STL
evansja01,2017,2,39,PHI
evansja02,2018,1,28,GSW
evansja03,1959,11,77,MNL
evansje01,2010,2,55,UTA
evanske02,1980,6,138,BOS
evansla01,1984,6,130,DAL
evansma02,1968,13,161,SDR
evansmi01,1978,1,21,DEN
evansos01,1972,8,121,ATL
evansra01,1947,2,,NYK
evansro01,1972,8,116,CLE
evanste01,1974,9,148,PHO
evansti01,1978,6,131,POR
evansty01,2009,1,4,SAC
evereda01,1976,4,56,POR
evereje01,1985,3,56,PHO
eversch01,1986,6,130,UTA
eversmi01,1979,7,133,CHI
ewingda01,2005,2,32,LAC
ewingdi01,1979,7,136,IND
ewingpa01,1985,1,1,NYK
ewingpa02,2008,2,43,SAC
exumce01,1984,9,194,DEN
exumda01,2014,1,5,UTA
eydtfr01,1952,7,,BOS
eyengch01,2009,1,30,CLE
ezelife01,2012,1,30,GSW
ezersjo01,1947,4,,BOS
fabered01,1948,5,,PRO
faggich01,1982,8,179,SAS
faheymi01,1975,10,173,WSB
fahrbch01,1979,10,193,MIL
fainejo01,1981,7,151,HOU
faircjo01,1965,2,19,LAL
fairspa01,1987,5,106,WSB
fairte01,1983,4,72,IND
falcojo01,1974,9,153,BUF
falkeri01,1967,10,107,STL
falkri01,1964,7,63,BOS
fannojo01,1956,7,56,PHW
farieke01,2011,1,22,DEN
farledi01,1954,2,15,SYR
farlege01,1960,5,34,LAL
farmajo01,2006,1,26,LAL
farmeji01,1987,1,20,DAL
farmela01,1973,7,108,CLE
farmemi01,1958,1,3,NYK
fasoupa01,1986,2,37,POR
faszhto01,1961,10,90,STL
faulkhu01,1951,9,82,PHW
faulkje01,1974,7,116,SEA
favorde01,2010,1,3,NJN
favorpa01,1970,16,225,CIN
fayji01,1955,7,53,NYK
fazekni01,2007,2,34,DAL
fearsje01,2025,1,7,NOP
feathbr01,1974,10,178,MIL
federda01,1984,5,114,PHI
fedorda01,1962,3,25,SFW
feherbu01,1976,2,33,PHO
fehsepe01,2002,2,49,SEA
feickja01,1996,2,48,PHI
feierro01,1953,2,18,MNL
feitlda01,1986,2,43,HOU
feldeka01,2016,2,54,ATL
felixca01,2013,2,33,CLE
felixra01,1953,1,2,BLB
felleed01,1968,15,186,NYK
fellmge01,1948,10,,BLB
feltge01,1947,7,,BOS
feltora01,2005,1,5,CHA
fenderu01,1958,7,56,BOS
fendlja01,1951,3,24,FTW
fergubo01,1968,16,194,NYK
ferguge01,1957,7,51,MNL
fergute01,2017,1,21,OKC
fernabr01,2019,2,34,PHI
fernaru01,2007,1,24,PHO
fernser01,1975,4,62,CLE
ferraal01,1955,3,17,STL
ferrami01,1981,3,48,WSB
ferrero01,1988,2,26,POR
ferriar01,1948,3,,MNL
ferrybo01,1959,1,7,STL
ferrybo02,1985,7,146,ATL
ferryda01,1989,1,2,LAC
fesenky01,2007,2,38,PHI
fetisan01,1994,2,36,BOS
fieldan01,1979,2,40,POR
fieldbo01,1971,4,54,POR
fieldda01,1978,9,178,NYK
fielded01,1973,10,163,NYK
fieldke01,1984,1,21,MIL
fieldla01,2010,2,39,NYK
fieldst01,1975,7,114,POR
fifeda01,1971,10,168,MIL
figarke01,1981,4,75,ATL
filipky01,2024,2,32,UTA
filipro01,1967,9,100,PHI
fillmgr01,1970,8,136,NYK
finchda01,1954,7,63,MNL
finchla01,1973,4,68,LAL
findlbe01,1960,9,67,SYR
finegl01,1979,10,199,SAS
finkeha01,1964,4,32,LAL
finlege01,1961,4,35,DET
finlemi01,1995,1,21,PHO
finnejo01,1970,4,52,SDR
fishech01,1983,9,206,PHI
fishede01,1996,1,24,LAL
fishege01,1966,6,51,NYK
fisheki01,1978,8,156,BOS
fisheri01,1971,2,27,POR
fishma01,1992,2,50,GSW
fittjo01,1955,7,49,STL
fitzgfr01,1971,8,123,CIN
fitzgke01,1974,7,113,HOU
fizerma01,2000,1,4,CHI
flaggco01,2025,1,1,DAL
fleisbo01,1975,4,70,BUF
fleiser01,1979,10,191,NJN
flemial01,1976,2,30,PHO
flemied01,1955,3,18,ROC
flemier01,1971,9,140,ATL
flemija01,1971,15,221,DET
flemira01,2025,2,31,MIN
flemive01,1984,1,18,IND
flemivi01,1984,2,26,POR
fletcro01,1952,6,,MNL
flickgo01,1948,5,,STB
flintst01,1984,8,180,POR
florado01,1958,4,32,BOS
florebo01,1974,8,139,LAL
florelu01,2004,2,55,HOU
flowebr01,1979,2,26,CLE
flowejo01,1986,6,126,SAC
floweke01,1953,4,,MNL
floydch01,1979,3,66,WSB
floydda01,1956,3,18,STL
floyder01,1984,5,113,MIL
floydja01,1973,6,101,MIL
floydji01,1972,8,122,BAL
floydsl01,1982,1,13,NJN
flyebi01,1984,5,105,PHO
flynnjo01,2009,1,6,MIN
flynnma01,2020,1,29,TOR
flynnmi01,1975,7,113,PHI
flynnra01,1963,4,34,PHI
foglela01,1975,2,34,NYK
foleyha01,1950,10,116,ROC
foleyja01,1962,2,18,BOS
foleypa01,1969,7,92,SFW
fontale01,1970,5,70,SFW
fontebb01,1982,6,122,CHI
fonvile01,1987,2,29,POR
fopmaev01,1973,9,146,GSW
forbeji01,1974,4,70,CHI
forbero01,1969,12,163,BOS
forbest01,1960,11,76,LAL
forchto01,1980,7,149,DAL
fordal01,1993,2,32,PHI
fordal02,2001,2,51,PHO
fordbo01,1972,5,74,NYK
fordch01,1972,2,17,DET
fordcu01,1971,7,114,PHI
forddo01,1975,6,92,LAL
fordfr01,1987,6,138,LAL
fordge01,1969,4,57,BAL
fordja01,1969,5,65,CIN
fordph01,1978,1,2,KCK
fordsh01,1995,1,26,SEA
fordtj01,2003,1,8,MIL
foresde01,1977,7,149,PHI
formama01,1950,10,109,BOS
forreba01,1975,3,54,PHO
fortech01,1957,7,49,CIN
fortejo01,2001,1,21,BOS
fortipa01,1986,5,104,WSB
fortje01,1976,3,51,BOS
fortsda01,1997,1,10,MIL
fosnego01,1957,10,71,MNL
fosneje01,1976,4,68,GSW
fostebe01,1968,15,188,ATL
fostebi01,1980,10,203,CHI
fostefr01,1968,3,28,CIN
fostegr01,1990,2,35,WSB
fosteja01,1974,4,57,CLE
fosteje01,1999,1,21,GSW
fosteje02,1962,6,51,CIN
fosteji01,1984,5,102,KCK
fostemi01,1987,7,144,CLE
fostero01,1983,2,28,PHO
fostesh01,2008,2,51,DAL
fostetr01,1987,6,131,PHI
fostety01,1975,10,166,POR
fothema01,1984,8,174,PHO
fotsian01,2001,2,48,MEM
fournev01,2012,1,20,DEN
foustla01,1950,1,6,CHS
foutswa01,1962,8,64,NYK
fowlege01,1978,8,167,PHO
fowlktr01,1998,2,54,DEN
foxda01,1967,12,130,SFW
foxde01,2017,1,5,SAC
foxha01,1972,2,15,BUF
foxji01,1965,8,70,CIN
foxjo01,1987,3,56,CHI
foxmi01,1975,10,169,DET
foxri01,1991,1,24,BOS
foyera01,2006,1,7,BOS
foylead01,1997,1,8,GSW
fralejo01,1973,15,195,BUF
francba01,1984,7,158,DET
francbe01,1956,3,24,PHW
francst01,1999,1,2,VAN
frankal01,1986,4,80,SAC
frankja01,2013,2,41,MEM
frankjo01,1968,5,63,MIL
frankla01,1965,14,103,CIN
frankmi01,1975,7,124,BUF
frankte01,1987,1,14,GSW
frankwa01,1960,4,26,LAL
frankwi01,1972,7,110,GSW
franzro01,1967,4,33,DET
frazime01,2018,2,35,ORL
frazimi02,1981,10,209,ATL
fraziri01,1982,2,26,CHI
fraziro01,1981,4,83,IND
fraziwa01,1967,1,5,NYK
fraziwi01,1965,2,12,SFW
fredean01,1986,6,133,DEN
fredeji01,2011,1,10,MIL
fredrvi01,1970,4,67,MIL
fredrza01,1981,3,51,LAL
freeljo01,2006,1,30,POR
freemdo01,1966,3,29,PHI
freemen01,2024,2,50,IND
freemga01,1970,1,16,MIL
freemro01,1973,11,166,PHI
freemro02,1956,4,26,STL
freeri01,1979,9,173,NJN
freewo01,1975,2,23,PHI
freibma01,1951,1,3,INO
freijma01,2004,2,53,MIA
frencke01,1980,9,196,PHO
freyje01,1977,8,158,SEA
frienla01,1957,2,13,NYK
frinkpa01,1968,3,27,CIN
frinsla01,1969,11,150,BOS
fritsji01,1953,1,9,MNL
fritzvi01,1969,9,116,SEA
fromacu01,1965,11,86,PHI
fronkro01,1981,6,129,IND
frostda01,1976,4,59,MIL
fryech01,2005,1,8,NYK
fryerbe01,1972,7,109,PHO
fullebo01,1973,9,140,BUF
fulleca01,1967,7,73,STL
fullejw01,1948,11,,BLB
fulleto01,1980,5,93,DET
fulleto02,1996,1,11,GSW
fullewa01,1970,4,56,CIN
fulmeji01,1958,5,34,CIN
fultzjo01,1970,5,81,LAL
fultzma01,2017,1,1,PHI
fundela01,1994,2,51,SAC
funkhpa01,1970,14,211,CHI
fuquari01,1973,4,69,BOS
fureydi01,1947,4,,PRO
furlojo01,1951,3,27,BOS
furlote01,1976,1,12,PHI
furphjo01,2024,2,35,SAS
furrydi01,1960,13,86,NYK
gaborbi01,1948,2,,ROC
gabrima01,1970,19,239,POR
gaddyan01,1982,4,85,HOU
gadjufr01,1967,12,129,CIN
gadzuda01,2002,2,34,MIL
gaffoda01,2019,2,38,CHI
gainebi01,1968,15,182,SDR
gaineco01,1988,3,65,SEA
gainedi01,1957,7,54,SYR
gaineel01,1947,8,,BLB
gainejo01,1972,6,81,POR
gainere01,2003,1,15,ORL
gainere02,1980,3,67,PHI
gaithma01,1984,5,108,UTA
galbojo01,1967,10,109,SFW
galemi01,1971,3,47,CHI
galero01,1948,1,7,STB
galisni01,1979,4,68,BOS
gallach01,1991,2,32,PHO
gallaha01,1947,4,,BLB
gallato01,1949,,,BLB
gallida01,2008,1,6,NYK
gallojo01,1960,9,69,PHW
gallori01,1978,3,51,SDC
galloti01,2010,2,47,MIL
galvied01,1955,7,55,SYR
galvijo01,1980,5,100,IND
gambeda01,1958,1,7,STL
gamblke01,1987,3,63,POR
gammecu01,1966,11,93,STL
gannoma01,1983,8,166,SDC
ganttma01,1972,4,59,PHO
garcifr01,2005,1,23,SAC
gardnch01,1966,9,80,BAL
gardnea01,1948,4,,MNL
gardnjo01,1984,7,143,HOU
gardnke01,1971,5,82,PHO
gardnth02,1982,7,141,UTA
gardnve01,1949,1,6,PHW
garibbo01,1964,8,70,SFW
garlada01,2019,1,5,CLE
garlaga01,1979,2,30,DEN
garlawi01,1987,2,40,MIL
garmadi01,1954,9,80,MNL
garnebi01,1962,8,70,LAL
garnebi02,1982,1,4,DAL
garneke01,1995,1,5,MIN
garneri01,1972,10,152,NYK
garrebi02,1951,2,17,BOS
garreca01,1979,3,47,CHI
garrede01,1988,2,38,PHO
garredi01,1969,2,27,LAL
garrejo01,1975,6,107,WSB
garreli01,1979,4,77,SDC
garrero01,1972,5,78,CHI
garreti01,1984,7,145,WSB
garrijo01,1983,2,27,CLE
garripa01,1998,1,19,MIL
garrito01,1988,2,45,LAC
garubus01,2021,1,23,HOU
garviji01,1973,17,204,BUF
garygr01,1971,4,59,GSW
garzaji01,1967,15,149,CHI
garzalu01,2021,2,52,DET
gaskibi01,1970,9,144,POR
gasolma01,2007,2,48,LAL
gasolpa01,2001,1,3,ATL
gaspaga01,1983,9,203,SAS
gatesqu01,1987,6,135,DAL
gatewga01,1984,7,152,SEA
gathege01,1971,7,115,LAL
gatlich01,1991,1,16,GSW
gattike01,1986,3,55,PHO
gattito01,1983,7,155,SEA
gaudipe01,1958,10,72,DET
gavitpe01,1973,18,208,BOS
gayda01,1983,4,80,WSB
gaydaed01,1950,2,16,TRI
gayespe01,1969,9,123,ATL
gayru01,2006,1,8,HOU
gbinimi01,2016,2,49,DET
gearyre01,1996,2,56,CLE
gehrije01,1965,7,62,CIN
geigema01,1992,2,42,MIA
gelabmi01,2005,2,48,SEA
gellebo01,1953,13,,MNL
gembema01,1948,12,,BLB
generbr01,1964,3,19,NYK
gennato01,1964,5,37,NYK
gential01,2014,2,53,MIN
gentpe01,1964,14,98,BAL
georgde01,1999,1,23,LAL
georgja01,1953,13,,PHW
georgke01,2023,1,16,UTA
georgky01,2024,1,24,NYK
georgpa01,2010,1,10,IND
georgta01,1990,1,22,NJN
gerargu01,1975,3,50,POR
gerbeji01,1953,10,,ROC
gerdyjo01,1979,3,51,NJN
gerlaca01,1976,7,106,ATL
gerremi01,1984,5,109,NJN
gervide01,1985,4,90,PHI
gervige01,1974,3,40,PHO
gerwipa01,1951,10,85,PHW
gettyre01,1985,5,103,CHI
gianejo01,1972,2,20,HOU
giannpa01,1982,9,205,BOS
gibblbr01,1976,8,127,POR
gibbojo01,1957,9,69,BOS
gibbsdi01,1971,3,49,CHI
gibsobe01,1952,5,,NYK
gibsoda01,2006,2,42,CLE
gibsode01,1948,5,,MNL
gibsoge01,1977,6,129,PHI
gibsoje01,1957,11,78,PHW
gibsola01,1979,3,52,MIL
gibsome01,1963,2,17,LAL
gibsomi01,1982,2,44,WSB
gibsota01,2009,1,26,CHI
gibsowe01,1982,7,150,WSB
giddejo01,2021,1,6,OKC
giddejr01,2008,1,30,BOS
giddier01,1978,4,79,NYK
giegejo01,1964,8,71,CIN
giermch01,1950,4,46,ROC
gilbeal01,1980,6,132,MIL
gilbeja01,1970,5,69,SDR
gilbeji01,1986,5,98,CHI
gilchja01,1973,15,198,BOS
gilcrle01,1953,9,,BOS
gilesch01,1982,5,105,NJN
gilesha01,2017,1,20,POR
gilesvi01,1985,6,133,DET
gilgesh01,2018,1,11,CHO
gillebi01,1967,10,103,BAL
gilleja01,1969,12,166,LAL
gilliar01,1987,1,2,PHO
gillifr01,1983,6,122,UTA
gillihe01,1968,13,163,CHI
gilliro01,1973,14,190,BUF
gillita01,1960,17,96,NYK
gillke01,1990,1,5,CHH
gilloja01,1978,7,148,DEN
gilmoar01,1971,7,117,CHI
gilmowa01,1970,2,25,POR
gilmowi01,1962,14,98,STL
gilrofr01,1981,8,183,PHI
ginobma01,1999,2,57,SAS
giomimi01,1987,7,147,SEA
gipsoal01,1985,7,145,SAC
giricgo01,1999,2,40,DAL
gishri01,1951,5,47,BOS
gistja01,2008,2,57,SAS
givenja01,1978,1,16,ATL
givenjo01,1950,6,70,ROC
gladnje01,1977,8,164,SAS
gladyse01,2009,2,49,ATL
glasero01,1963,5,38,BAL
glasgge01,1953,2,13,FTW
glasgwa01,1950,6,71,MNL
glassge01,1990,1,20,MIN
glassma01,1984,4,75,LAC
glasswi01,1987,3,69,LAL
glennmi01,1977,2,23,CHI
glinsjo01,1954,12,98,PHW
gloucge01,1985,7,148,PHO
glovecl01,1971,1,10,BOS
glovedi01,1999,1,20,ATL
glovefr01,1964,11,88,BAL
glovege01,1978,6,120,ATL
glovejo01,1972,6,85,PHI
glowast01,1955,11,86,SYR
glurge01,1963,10,74,NYK
glynian01,2003,2,58,DET
gminsmi01,1980,1,7,NJN
gnadha01,1987,3,57,PHI
gneitto01,1987,6,124,SEA
goberru01,2013,1,27,DEN
godboch01,1984,8,184,BOS
godfrjo01,1968,14,178,LAL
godinka01,1980,7,151,WSB
goedejo01,1979,8,160,ATL
goerrro01,1954,9,73,BLB
goetzki01,1979,2,34,NYK
golato01,1955,1,3,PHW
goldbdi01,1961,6,56,PHW
golderu01,1971,8,128,BAL
goldewa01,1977,6,116,NOJ
goldsdo01,1959,2,10,DET
goldwan01,1994,2,52,PHO
golsora01,1972,14,186,PHO
golubed01,1947,3,,NYK
gomesro01,1987,7,146,DEN
gomesry01,2005,2,50,BOS
gondrgl01,1977,2,26,NYK
gondrgr01,1986,4,77,PHO
gonzahu01,2025,1,28,BOS
gonzajo01,1988,3,54,ATL
gonzaro01,1983,7,147,DET
goodabo01,1960,6,42,LAL
goodean01,1985,3,60,DET
goodedr01,2002,1,4,MEM
goodeed01,1971,13,205,CHI
goodnga01,1978,5,91,HOU
goodrga01,1965,1,10,LAL
goodwar01,2013,1,29,OKC
goodwbi01,1983,3,65,MIL
goodwda01,1986,7,147,PHO
goodwlu01,1985,4,71,GSW
goodych01,1977,6,113,MIL
goorjgr01,1983,9,190,GSW
gordoaa01,2014,1,4,ORL
gordobe01,2004,1,3,CHI
gordobi01,1977,5,92,ATL
gordoer01,2008,1,7,LAC
gordola01,1984,1,8,LAC
gordone01,1953,2,17,NYK
gordopa01,1949,3,,BLB
gordowi01,1974,4,62,SEA
gortama01,2005,2,57,PHO
gossbo01,1953,13,,ROC
gossebi01,1951,2,12,TRI
gottfma01,1987,7,157,DET
gottri01,1953,16,,BLB
gottsji01,1970,9,137,SDR
goudean01,2011,2,46,LAL
govandw01,1975,5,84,SEA
govange01,1964,11,90,STL
govedba01,1951,3,25,SYR
grabiwa01,1972,3,44,BOS
graceri01,1988,3,67,UTA
gradybo01,1982,7,142,DAL
gradyji01,1977,5,94,NOJ
grahade01,2018,2,34,ATL
grahaer01,1981,3,68,PHI
grahaga01,1987,6,126,IND
grahagr01,1993,1,17,CHH
grahajo01,2005,1,16,TOR
grahama01,1967,1,11,BOS
grahami01,1956,13,89,SYR
grahami02,1986,4,76,SEA
grahaor01,1988,2,40,MIA
grahawi01,1971,6,99,PHO
gramsge01,1966,11,96,LAL
granafr01,1965,8,66,NYK
grandji01,1984,4,76,WSB
grandro01,1987,5,100,DEN
granemi01,1960,3,24,BOS
grangda01,2005,1,17,IND
grangst01,1983,1,24,CLE
grantal01,1966,9,79,STL
grantbr01,1994,1,8,SAC
grantbu01,1950,4,47,MNL
grantga01,1988,1,15,SEA
grantgr01,1989,2,52,PHO
grantgr02,1986,6,132,DET
grantha01,1988,1,12,WSB
grantha02,1968,18,204,SDR
grantho01,1987,1,10,CHI
grantje01,2014,2,39,PHI
grantje02,2015,1,19,WAS
grantjo01,1993,2,43,DEN
grantpa01,1997,1,20,MIN
grantro01,1974,3,51,DET
grantst01,1978,3,54,ATL
granttr01,1972,1,13,LAL
grauzda01,1978,10,189,DET
gravebu01,1984,3,68,PHI
graveje01,1961,2,11,CHP
grawmph01,1956,10,73,MNL
grayaa01,2007,2,49,CHI
graycje01,1977,6,120,NYK
grayed01,1997,1,22,ATL
grayeje01,1988,1,13,MIL
grayga01,1967,3,26,CIN
grayhe01,1961,9,82,STL
grayke01,1985,7,150,WSB
grayla01,1970,13,196,CIN
grayle01,1973,3,45,ATL
grayra01,2021,2,59,BRK
grayro02,1976,5,80,SEA
grayst01,1984,2,29,IND
grayst03,1963,3,21,SFW
graysy01,1988,2,35,MIA
graziji01,1980,9,184,DEN
greacbo01,1969,2,17,MIL
greenac01,1985,1,23,LAL
