season,player_id,all_star,accolades
1969,reedwi01,True,All-NBA 2nd Team
1969,robbire01,True,All-ABA 2nd Team
1969,roberos01,True,All-NBA 1st Team
1969,russebi01,True,All-Defense 1st Team
1969,sandeto01,False,All-Defense 2nd Team
1969,simonwa01,True,
1969,sloanje01,True,All-Defense 1st Team
1969,somerwi01,True,
1969,thoresk01,True,
1969,thurmna01,False,All-Defense 1st Team
1969,unselwe01,True,All-NBA 1st Team|All-Rookie 1st Team|NBA MVP|Rookie of the Year
1969,vanardi01,True,
1969,washitr01,True,
1969,westje01,True,All-Defense 2nd Team|All-NBA 2nd Team
1969,wilkele01,True,
1969,willich01,True,
1970,abdulka01,True,All-Defense 2nd Team|All-NBA 2nd Team|All-Rookie 1st Team|Rookie of the Year
1970,barremi01,False,All-Rookie 1st Team
1970,barryri01,True,All-ABA 1st Team
1970,bayloel01,True,
1970,beasljo01,True,
1970,bridgbi01,True,All-Defense 2nd Team
1970,briskjo01,False,All-Rookie 1st Team
1970,brownla01,True,
1970,brownro01,True,All-ABA 2nd Team
1970,caldwjo01,True,All-Defense 2nd Team
1970,calvima01,False,All-Rookie 1st Team
1970,carrida01,True,
1970,combsgl01,True,
1970,cunnibi01,True,All-NBA 1st Team
1970,dampilo01,True,All-ABA 2nd Team
1970,dandrbo01,False,All-Rookie 1st Team
1970,danieme01,True,All-ABA 1st Team
1970,davismi01,False,All-Rookie 1st Team
1970,daviswa02,True,
1970,debusda01,True,All-Defense 1st Team
1970,fraziwa01,True,All-Defense 1st Team|All-NBA 1st Team
1970,freemdo01,True,All-ABA 2nd Team
1970,garredi01,False,All-Rookie 1st Team
1970,govange01,True,
1970,greerha01,True,
1970,havlijo01,True,All-Defense 2nd Team|All-NBA 2nd Team
1970,hawkico01,True,All-NBA 1st Team
1970,hayesel01,True,
1970,haywosp01,True,All-ABA 1st Team|All-Rookie 1st Team|ABA MVP|ABA Rookie of the Year
1970,hudsolo01,True,All-NBA 2nd Team
1970,jabalwa01,True,
1970,johnsgu01,True,All-Defense 1st Team|All-NBA 2nd Team
1970,jonesji01,True,
1970,jonesla01,True,All-ABA 1st Team
1970,jonesst01,True,
1970,lewismi01,True,
1970,moedo01,True,
1970,moorege01,True,
1970,mullije01,True,
1970,netolbo01,True,All-ABA 2nd Team
1970,powelci01,True,
1970,reedwi01,True,All-Defense 1st Team|All-NBA 1st Team|NBA MVP
1970,robbire01,True,All-ABA 2nd Team
1970,roberos01,True,All-NBA 2nd Team
1970,robinfl01,True,
1970,rulebo01,True,
1970,sloanje01,False,All-Defense 2nd Team
1970,tartle01,True,
1970,thurmna01,True,
1970,vanardi01,True,
1970,vanarto01,True,
1970,vergabo01,True,All-ABA 1st Team
1970,walkech01,True,
1970,walkeji01,True,
1970,westje01,True,All-Defense 1st Team|All-NBA 1st Team
1970,whitejo01,False,All-Rookie 1st Team
1970,wilkele01,True,
1970,willich01,True,
1970,wisewi01,False,All-Rookie 1st Team
1971,abdulka01,True,All-Defense 2nd Team|All-NBA 1st Team|NBA MVP
1971,barryri01,True,All-ABA 1st Team
1971,beatyze01,True,All-ABA 2nd Team
1971,bingda01,True,All-NBA 1st Team
1971,boonero01,True,
1971,briskjo01,True,All-ABA 2nd Team
1971,brownro01,True,All-ABA 1st Team
1971,caldwjo01,True,All-ABA 2nd Team
1971,calvima01,True,All-ABA 1st Team
1971,cannola01,False,All-ABA 2nd Team
1971,cartege01,True,
1971,chambwi01,True,
1971,combsgl01,True,
1971,cowenda01,False,All-Rookie 1st Team|Rookie of the Year
1971,cunnibi01,True,All-NBA 1st Team
1971,danieme01,True,All-ABA 1st Team|ABA MVP
1971,debusda01,True,All-Defense 1st Team
1971,fraziwa01,True,All-Defense 1st Team|All-NBA 2nd Team
1971,freemdo01,True,All-ABA 2nd Team
1971,greenjo01,True,
1971,hamiljo01,False,All-Rookie 1st Team
1971,havlijo01,True,All-Defense 2nd Team|All-NBA 1st Team
1971,hawkico01,True,
1971,hayesel01,True,
1971,hudsolo01,True,
1971,isselda01,True,All-ABA 2nd Team|All-Rookie 1st Team|ABA Rookie of the Year
1971,johnsgu01,True,All-Defense 1st Team|All-NBA 2nd Team
1971,johnsjo01,True,
1971,johnsne02,True,
1971,jonesji01,True,
1971,jonesla01,True,
1971,jonesst01,True,
1971,kauffbo01,True,
1971,keyeju01,True,
1971,ladnewe01,True,All-Rookie 1st Team
1971,laniebo01,False,All-Rookie 1st Team
1971,lewismi01,True,
1971,lovebo01,True,All-NBA 2nd Team
1971,lucasje01,True,
1971,maravpe01,False,All-Rookie 1st Team
1971,melchbi01,True,
1971,monroea01,True,
1971,mullije01,True,
1971,murphca01,False,All-Rookie 1st Team
1971,netolbo01,True,
1971,petrige01,True,All-Rookie 1st Team|Rookie of the Year
1971,powelci01,True,
1971,reedwi01,True,All-NBA 2nd Team
1971,robbire01,True,
1971,roberos01,True,All-NBA 2nd Team
1971,robinsa01,False,All-Rookie 1st Team
1971,scottch01,True,All-ABA 1st Team|All-Rookie 1st Team|ABA Rookie of the Year
1971,silaspa01,False,All-Defense 2nd Team
1971,sloanje01,False,All-Defense 2nd Team
1971,thurmna01,False,All-Defense 1st Team
1971,unselwe01,True,
1971,vanardi01,True,
1971,vanarto01,True,
1971,vanlino01,False,All-Defense 2nd Team
1971,walkech01,True,
1971,westje01,True,All-Defense 1st Team|All-NBA 1st Team
1971,whitejo01,True,
1971,wilkele01,True,
1972,abdulka01,True,All-NBA 1st Team|NBA MVP
1972,architi01,False,All-NBA 2nd Team
1972,barryri01,True,All-ABA 1st Team
1972,beardbu01,True,
1972,beatyze01,True,All-ABA 2nd Team
1972,beckear01,True,
1972,briskjo01,True,
1972,brownro01,True,
1972,calvima01,True,
1972,carrau01,False,All-Rookie 1st Team
1972,chambwi01,True,All-Defense 1st Team|All-NBA 2nd Team
1972,chanedo01,False,All-Defense 2nd Team
1972,cheniph01,False,All-Rookie 1st Team
1972,clarkar01,True,All-NBA 2nd Team
1972,combsgl01,True,
1972,cowenda01,True,
1972,cunnibi01,True,All-NBA 2nd Team
1972,dampilo01,True,
1972,danieme01,True,
1972,debusda01,True,All-Defense 1st Team
1972,ervinju01,True,All-ABA 2nd Team|All-Rookie 1st Team
1972,fraziwa01,True,All-Defense 1st Team|All-NBA 1st Team
1972,freemdo01,True,All-ABA 1st Team
1972,gilmoar01,True,All-ABA 1st Team|All-Rookie 1st Team|ABA MVP|ABA Rookie of the Year
1972,goodrga01,True,
1972,havlijo01,True,All-Defense 1st Team|All-NBA 1st Team
1972,hawkico01,True,
1972,hayesel01,True,
1972,haywosp01,True,All-NBA 1st Team
1972,hudsolo01,True,
1972,isselda01,True,All-ABA 1st Team
1972,jabalwa01,True,
1972,johnsjo01,True,
1972,jonesst01,True,
1972,joneswi02,True,
1972,kauffbo01,True,
1972,ladnewe01,True,
1972,laniebo01,True,
1972,lewisfr02,True,
1972,lovebo01,True,All-Defense 2nd Team|All-NBA 2nd Team
1972,marinja01,True,
1972,mcdanji01,True,
1972,mcginge01,False,All-Rookie 1st Team
1972,melchbi01,True,All-ABA 1st Team
1972,neumajo01,False,All-Rookie 1st Team
1972,raycl01,False,All-Rookie 1st Team
1972,roberos01,True,
1972,rochejo01,False,All-Rookie 1st Team
1972,russeca01,True,
1972,scottch01,True,All-ABA 2nd Team
1972,silaspa01,True,All-Defense 2nd Team
1972,simpsra01,True,All-ABA 2nd Team
1972,sloanje01,False,All-Defense 1st Team
1972,smithel01,False,All-Rookie 1st Team
1972,thompge01,True,
1972,thurmna01,False,All-Defense 2nd Team
1972,unselwe01,True,
1972,vanarto01,True,
1972,vanlino01,False,All-Defense 2nd Team
1972,walkeji01,True,
1972,westje01,True,All-Defense 1st Team|All-NBA 1st Team
1972,whitejo01,True,
1972,wickssi01,True,All-Rookie 1st Team|Rookie of the Year
1972,wisewi01,True,All-ABA 2nd Team
1973,abdulka01,True,All-NBA 1st Team
1973,architi01,True,All-NBA 1st Team
1973,barryri01,True,All-NBA 2nd Team
1973,beatyze01,True,
1973,bingda01,True,
1973,blockjo01,True,
1973,boydfr01,False,All-Rookie 1st Team
1973,bradlbi01,True,
1973,caldwjo01,True,All-Defense 1st Team
1973,calvima01,True,All-ABA 2nd Team
1973,chambwi01,True,All-Defense 1st Team
