player_id,player_display_name,field_position,recent_team,season,passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds
archive-8,Karim Abdul-Jabbar,RB,MIA,1996,0,0,1116,11,139,0
archive-8,Karim Abdul-Jabbar,RB,MIA,1997,0,0,892,15,261,1
archive-8,Karim Abdul-Jabbar,RB,MIA,1998,0,0,960,6,102,0
archive-18,Walter Abercrombie,RB,PHI,1988,0,0,14,0,-2,0
archive-18,Walter Abercrombie,RB,PIT,1982,0,0,100,2,14,0
archive-18,Walter Abercrombie,RB,PIT,1983,0,0,446,4,391,3
archive-18,Walter Abercrombie,RB,PIT,1984,0,0,610,1,135,0
archive-18,Walter Abercrombie,RB,PIT,1985,0,0,851,7,209,2
archive-18,Walter Abercrombie,RB,PIT,1986,0,0,877,6,395,2
archive-18,Walter Abercrombie,RB,PIT,1987,0,0,459,2,209,0
archive-26,Danny Abramowicz,WR,NO,1967,0,0,0,0,721,6
archive-26,Danny Abramowicz,WR,NO,1968,0,0,27,0,890,7
archive-26,Danny Abramowicz,WR,NO,1969,0,0,61,0,1015,7
archive-26,Danny Abramowicz,WR,NO,1970,0,0,7,0,906,5
archive-26,Danny Abramowicz,WR,NO,1971,0,0,0,0,657,5
archive-26,Danny Abramowicz,WR,NO,1972,0,0,0,0,668,7
archive-26,Danny Abramowicz,WR,NO,1973,0,0,0,0,18,0
archive-26,Danny Abramowicz,WR,SF,1973,0,0,0,0,442,1
archive-26,Danny Abramowicz,WR,SF,1974,41,0,0,0,369,1
archive-33,Ray Abruzzese,RB,BUF,1962,0,0,0,0,0,0
archive-33,Ray Abruzzese,RB,BUF,1963,0,0,0,0,0,0
archive-33,Ray Abruzzese,RB,NYJ,1965,0,0,0,0,0,0
archive-33,Ray Abruzzese,RB,NYJ,1966,0,0,0,0,0,0
archive-48,Mike Adamle,RB,CHI,1975,57,0,353,1,111,0
archive-48,Mike Adamle,RB,CHI,1976,0,0,93,0,28,1
archive-48,Mike Adamle,RB,KC,1971,0,0,43,0,6,1
archive-48,Mike Adamle,RB,KC,1972,0,0,303,1,76,0
archive-48,Mike Adamle,RB,NYJ,1973,0,0,264,0,63,0
archive-48,Mike Adamle,RB,NYJ,1974,0,0,93,2,84,0
archive-54,Bob Adams,TE,ATL,1976,0,0,0,0,15,0
archive-54,Bob Adams,TE,DEN,1975,0,0,0,0,0,0
archive-54,Bob Adams,TE,NE,1973,0,0,7,0,197,0
archive-54,Bob Adams,TE,NE,1974,0,0,0,0,244,0
archive-54,Bob Adams,TE,PIT,1969,0,0,0,0,80,0
archive-54,Bob Adams,TE,PIT,1970,0,0,0,0,36,0
archive-54,Bob Adams,TE,PIT,1971,0,0,0,0,160,0
archive-58,Curtis Adams,RB,LAC,1985,0,0,49,1,12,0
archive-58,Curtis Adams,RB,LAC,1986,0,0,366,4,26,0
archive-58,Curtis Adams,RB,LAC,1987,0,0,343,1,38,0
archive-58,Curtis Adams,RB,LAC,1988,0,0,149,1,0,0
archive-61,David Adams,RB,DAL,1987,0,0,49,1,8,0
archive-66,George Adams,RB,NE,1990,0,0,111,0,146,1
archive-66,George Adams,RB,NE,1991,0,0,3,0,0,0
archive-66,George Adams,RB,NYG,1985,0,0,498,2,389,2
archive-66,George Adams,RB,NYG,1987,0,0,169,1,298,1
archive-66,George Adams,RB,NYG,1988,0,0,76,0,174,0
archive-66,George Adams,RB,NYG,1989,0,0,29,0,7,0
archive-74,John Adams,WR,CHI,1959,0,0,-13,0,0,0
archive-74,John Adams,WR,CHI,1960,0,0,114,0,-20,0
archive-74,John Adams,WR,CHI,1961,11,0,-2,1,80,0
archive-74,John Adams,WR,CHI,1962,0,0,0,0,111,3
archive-74,John Adams,WR,LAR,1963,0,0,0,0,93,0
archive-83,Mike Adams,WR,PIT,1997,0,0,0,0,39,0
archive-98,Tom Adams,WR,MIN,1962,0,0,0,0,51,0
archive-99,Tony Adams,QB,KC,1975,445,2,42,0,-7,0
archive-99,Tony Adams,QB,KC,1976,575,3,46,0,0,0
archive-99,Tony Adams,QB,KC,1977,691,2,21,0,0,0
archive-99,Tony Adams,QB,KC,1978,415,2,15,0,0,0
archive-99,Tony Adams,QB,MIN,1987,607,3,31,0,0,0
archive-104,Willis Adams,WR,CLE,1979,0,0,4,0,6,0
archive-104,Willis Adams,WR,CLE,1980,0,0,7,0,165,0
archive-104,Willis Adams,WR,CLE,1981,0,0,0,0,24,0
archive-104,Willis Adams,WR,CLE,1982,0,0,0,0,0,0
archive-104,Willis Adams,WR,CLE,1983,0,0,2,0,374,2
archive-104,Willis Adams,WR,CLE,1984,0,0,0,0,261,0
archive-104,Willis Adams,WR,CLE,1985,0,0,0,0,132,0
archive-122,Margene Adkins,WR,DAL,1970,0,0,0,0,0,0
archive-122,Margene Adkins,WR,DAL,1971,0,0,0,0,53,0
archive-122,Margene Adkins,WR,NO,1972,0,0,0,0,96,0
archive-122,Margene Adkins,WR,NYJ,1973,0,0,0,0,109,0
archive-124,Sam Adkins,QB,SEA,1977,0,0,6,0,0,0
archive-124,Sam Adkins,QB,SEA,1979,0,0,11,0,0,0
archive-124,Sam Adkins,QB,SEA,1980,136,1,18,0,0,0
archive-124,Sam Adkins,QB,SEA,1981,96,1,28,0,0,0
archive-129,Erik Affholter,WR,GB,1991,0,0,0,0,68,0
archive-136,Tommie Agee,RB,DAL,1990,0,0,213,0,272,1
archive-136,Tommie Agee,RB,DAL,1991,0,0,20,1,43,0
archive-136,Tommie Agee,RB,DAL,1992,0,0,54,0,18,0
archive-136,Tommie Agee,RB,DAL,1993,0,0,13,0,0,0
archive-136,Tommie Agee,RB,DAL,1994,0,0,4,0,2,0
archive-136,Tommie Agee,RB,KC,1989,0,0,3,0,0,0
archive-136,Tommie Agee,RB,SEA,1988,0,0,2,0,31,0
archive-154,Carl Aikens,WR,LV,1987,0,0,1,0,134,3
archive-156,Troy Aikman,QB,DAL,1989,1749,9,302,0,-13,0
archive-156,Troy Aikman,QB,DAL,1990,2579,11,172,1,0,0
archive-156,Troy Aikman,QB,DAL,1991,2754,11,5,1,-6,0
archive-156,Troy Aikman,QB,DAL,1992,3445,23,105,1,0,0
archive-156,Troy Aikman,QB,DAL,1993,3100,15,125,0,0,0
archive-156,Troy Aikman,QB,DAL,1994,2676,13,62,1,0,0
archive-156,Troy Aikman,QB,DAL,1995,3304,16,32,1,0,0
archive-156,Troy Aikman,QB,DAL,1996,3126,12,42,1,0,0
archive-156,Troy Aikman,QB,DAL,1997,3283,19,79,0,0,0
archive-156,Troy Aikman,QB,DAL,1998,2330,12,69,2,0,0
archive-169,Mike Akiu,WR,TEN,1985,0,0,0,0,32,0
archive-169,Mike Akiu,WR,TEN,1986,0,0,0,0,67,0
archive-177,Frankie Albert,QB,SF,1950,1767,14,272,3,0,0
archive-177,Frankie Albert,QB,SF,1951,1116,5,146,3,0,0
archive-177,Frankie Albert,QB,SF,1952,964,8,87,1,0,0
archive-195,Jerry Aldridge,RB,SF,1980,0,0,0,0,0,0
archive-207,Charles Alexander,RB,CIN,1979,0,0,286,1,91,0
archive-207,Charles Alexander,RB,CIN,1980,0,0,702,2,192,0
archive-207,Charles Alexander,RB,CIN,1981,0,0,292,2,262,1
archive-207,Charles Alexander,RB,CIN,1982,0,0,207,1,85,1
archive-207,Charles Alexander,RB,CIN,1983,0,0,523,3,187,0
archive-207,Charles Alexander,RB,CIN,1984,0,0,479,2,203,0
archive-207,Charles Alexander,RB,CIN,1985,0,0,156,2,110,0
archive-213,Derrick Alexander,WR,BAL,1996,0,0,0,0,1099,9
archive-213,Derrick Alexander,WR,BAL,1997,0,0,0,0,1009,9
archive-213,Derrick Alexander,WR,CLE,1994,0,0,38,0,828,2
archive-213,Derrick Alexander,WR,CLE,1995,0,0,29,0,216,0
archive-213,Derrick Alexander,WR,KC,1998,0,0,0,0,992,4
archive-221,Glenn Alexander,WR,BUF,1970,0,0,0,0,51,0
archive-223,Jeff Alexander,RB,DEN,1989,0,0,146,2,84,0
archive-223,Jeff Alexander,RB,DEN,1992,0,0,0,0,0,0
archive-227,Kevin Alexander,WR,NYG,1996,0,0,0,0,88,0
archive-227,Kevin Alexander,WR,NYG,1997,0,0,0,0,276,1
archive-233,Mike Alexander,WR,BUF,1991,0,0,0,0,7,0
archive-233,Mike Alexander,WR,LV,1989,0,0,0,0,295,1
archive-237,Ray Alexander,WR,DAL,1988,0,0,0,0,788,6
archive-237,Ray Alexander,WR,DAL,1989,0,0,0,0,16,0
archive-237,Ray Alexander,WR,DEN,1984,0,0,0,0,132,1
archive-238,Robert Alexander,RB,LAR,1982,0,0,3,0,-7,0
archive-238,Robert Alexander,RB,LAR,1983,0,0,28,0,10,0
archive-243,Stephen Alexander,TE,WAS,1998,0,0,0,0,383,4
archive-245,Vincent Alexander,RB,NO,1987,0,0,71,1,15,0
archive-247,Alton Alexis,WR,CIN,1980,0,0,0,0,0,0
archive-251,Brian Alford,WR,NYG,1998,0,0,0,0,11,0
archive-252,Bruce Alford,WR,NYY,1950,0,0,0,0,14,0
archive-252,Bruce Alford,WR,NYY,1951,0,0,0,0,64,0
archive-268,Anthony Allen,WR,ATL,1985,0,0,0,0,207,2
archive-268,Anthony Allen,WR,ATL,1986,0,0,0,0,156,2
archive-268,Anthony Allen,WR,LAC,1989,0,0,0,0,19,0
archive-268,Anthony Allen,WR,WAS,1987,0,0,0,0,337,3
archive-268,Anthony Allen,WR,WAS,1988,0,0,0,0,48,1
archive-277,Buddy Allen,RB,DEN,1961,0,0,-4,0,0,0
archive-286,Don Allen,RB,DEN,1960,0,0,18,1,34,0
archive-288,Duane Allen,TE,CHI,1966,0,0,0,0,28,0
archive-288,Duane Allen,TE,LAR,1961,0,0,0,0,80,2
archive-288,Duane Allen,TE,LAR,1962,0,0,0,0,90,2
archive-288,Duane Allen,TE,LAR,1964,0,0,0,0,29,1
archive-296,Gary Allen,RB,DAL,1983,0,0,0,0,0,0
archive-296,Gary Allen,RB,DAL,1984,0,0,0,0,0,0
archive-296,Gary Allen,RB,TEN,1982,0,0,2,0,35,1
archive-296,Gary Allen,RB,TEN,1983,0,0,5,0,0,0
archive-298,Gerry Allen,RB,IND,1966,0,0,0,0,0,0
archive-298,Gerry Allen,RB,WAS,1967,0,0,262,3,101,1
archive-298,Gerry Allen,RB,WAS,1968,0,0,399,4,294,1
archive-298,Gerry Allen,RB,WAS,1969,0,0,3,0,5,0
archive-300,Greg Allen,RB,CLE,1985,0,0,32,0,0,0
archive-300,Greg Allen,RB,TB,1986,0,0,3,0,0,0
archive-305,James Allen,RB,CHI,1998,0,0,270,1,77,1
archive-323,Marcus Allen,RB,KC,1993,0,0,764,12,238,3
archive-323,Marcus Allen,RB,KC,1994,0,0,709,7,349,0
archive-323,Marcus Allen,RB,KC,1995,0,0,890,5,210,0
archive-323,Marcus Allen,RB,KC,1996,0,0,830,9,270,0
archive-323,Marcus Allen,RB,KC,1997,15,2,505,11,86,0
archive-323,Marcus Allen,RB,LV,1982,47,0,697,11,401,3
archive-323,Marcus Allen,RB,LV,1983,111,3,1014,9,590,2
archive-323,Marcus Allen,RB,LV,1984,38,0,1168,13,758,5
archive-323,Marcus Allen,RB,LV,1985,16,0,1759,11,555,3
archive-323,Marcus Allen,RB,LV,1986,0,0,759,5,453,2
archive-323,Marcus Allen,RB,LV,1987,23,0,754,5,410,0
archive-323,Marcus Allen,RB,LV,1988,21,0,831,7,303,1
archive-323,Marcus Allen,RB,LV,1989,0,0,293,2,191,0
archive-323,Marcus Allen,RB,LV,1990,0,0,682,12,189,1
archive-323,Marcus Allen,RB,LV,1991,11,1,287,2,131,0
archive-323,Marcus Allen,RB,LV,1992,0,0,301,2,277,1
archive-324,Marvin Allen,RB,NE,1988,0,0,40,0,0,0
archive-324,Marvin Allen,RB,NE,1989,0,0,51,1,0,0
archive-324,Marvin Allen,RB,NE,1990,0,0,237,1,48,0
archive-324,Marvin Allen,RB,NE,1991,0,0,50,0,9,0
archive-335,Terry Allen,RB,MIN,1991,0,0,563,2,49,1
archive-335,Terry Allen,RB,MIN,1992,0,0,1201,13,478,2
archive-335,Terry Allen,RB,MIN,1994,0,0,1031,8,148,0
archive-335,Terry Allen,RB,WAS,1995,0,0,1309,10,232,1
archive-335,Terry Allen,RB,WAS,1996,0,0,1353,21,194,0
archive-335,Terry Allen,RB,WAS,1997,0,0,724,4,172,1
archive-335,Terry Allen,RB,WAS,1998,0,0,700,2,128,0
archive-336,Tremayne Allen,TE,CHI,1997,0,0,0,0,9,0
archive-341,Don Alley,WR,IND,1967,0,0,0,0,11,0
archive-341,Don Alley,WR,PIT,1969,0,0,0,0,16,0
archive-345,Jim Allison,RB,LAC,1965,0,0,97,0,109,0
archive-345,Jim Allison,RB,LAC,1966,0,0,213,2,99,0
archive-345,Jim Allison,RB,LAC,1967,0,0,34,0,0,0
archive-345,Jim Allison,RB,LAC,1968,23,1,31,0,22,0
archive-351,John Allred,TE,CHI,1997,0,0,0,0,70,0
archive-351,John Allred,TE,CHI,1998,0,0,0,0,0,0
archive-354,Beau Almodobar,WR,NYG,1987,0,0,0,0,0,0
archive-356,Gerald Alphin,WR,NO,1990,0,0,0,0,57,0
archive-356,Gerald Alphin,WR,NO,1991,0,0,0,0,0,0
archive-358,Lyneal Alston,WR,PIT,1987,0,0,0,0,84,2
archive-359,Mack Alston,TE,IND,1977,0,0,0,0,0,0
archive-359,Mack Alston,TE,IND,1978,0,0,0,0,210,2
archive-359,Mack Alston,TE,IND,1979,0,0,0,0,114,1
archive-359,Mack Alston,TE,IND,1980,0,0,0,0,0,0
archive-359,Mack Alston,TE,TEN,1973,0,0,13,0,195,4
archive-359,Mack Alston,TE,TEN,1974,0,0,-3,0,249,3
archive-359,Mack Alston,TE,TEN,1975,0,0,0,0,165,4
archive-359,Mack Alston,TE,TEN,1976,0,0,0,0,174,1
archive-359,Mack Alston,TE,WAS,1970,0,0,0,0,0,0
archive-359,Mack Alston,TE,WAS,1971,0,0,0,0,87,0
archive-359,Mack Alston,TE,WAS,1972,0,0,0,0,53,0
archive-362,Mike Alstott,RB,TB,1996,0,0,377,3,557,3
archive-362,Mike Alstott,RB,TB,1997,0,0,665,7,178,3
archive-362,Mike Alstott,RB,TB,1998,0,0,846,8,152,1
archive-367,Steve Alvers,TE,BUF,1981,0,0,0,0,0,0
archive-367,Steve Alvers,TE,NYJ,1982,0,0,0,0,0,0
archive-370,Lance Alworth,WR,DAL,1971,0,0,-10,0,487,2
archive-370,Lance Alworth,WR,DAL,1972,0,0,2,0,195,2
archive-370,Lance Alworth,WR,LAC,1962,0,0,17,0,226,3
archive-370,Lance Alworth,WR,LAC,1963,0,0,14,0,1205,11
archive-370,Lance Alworth,WR,LAC,1964,-11,0,60,2,1235,13
archive-370,Lance Alworth,WR,LAC,1965,0,0,-12,0,1602,14
archive-370,Lance Alworth,WR,LAC,1966,0,0,10,0,1383,13
archive-370,Lance Alworth,WR,LAC,1967,0,0,5,0,1010,9
archive-370,Lance Alworth,WR,LAC,1968,0,0,18,0,1312,10
archive-370,Lance Alworth,WR,LAC,1969,0,0,25,0,1003,4
archive-370,Lance Alworth,WR,LAC,1970,0,0,0,0,608,4
archive-381,Alan Ameche,RB,IND,1955,0,0,961,9,141,0
archive-381,Alan Ameche,RB,IND,1956,0,0,858,8,189,0
archive-381,Alan Ameche,RB,IND,1957,0,0,493,5,137,2
archive-381,Alan Ameche,RB,IND,1958,0,0,791,8,81,1
archive-381,Alan Ameche,RB,IND,1959,0,0,679,7,129,1
archive-381,Alan Ameche,RB,IND,1960,0,0,263,3,56,0
archive-385,Dave Ames,RB,DEN,1961,0,0,114,0,20,0
archive-385,Dave Ames,RB,NYJ,1961,0,0,0,0,0,0
archive-394,George Amundson,RB,PHI,1975,0,0,0,0,0,0
archive-394,George Amundson,RB,TEN,1973,0,0,56,0,60,0
archive-394,George Amundson,RB,TEN,1974,0,0,138,4,152,1
archive-397,Kimble Anders,RB,KC,1991,0,0,0,0,30,0
archive-397,Kimble Anders,RB,KC,1992,0,0,1,0,65,0
archive-397,Kimble Anders,RB,KC,1993,0,0,291,0,326,1
archive-397,Kimble Anders,RB,KC,1994,0,0,231,2,525,1
archive-397,Kimble Anders,RB,KC,1995,0,0,398,2,349,1
archive-397,Kimble Anders,RB,KC,1996,0,0,201,2,529,2
archive-397,Kimble Anders,RB,KC,1997,0,0,397,0,453,2
archive-397,Kimble Anders,RB,KC,1998,0,0,230,1,462,2
archive-403,Alfred Anderson,RB,MIN,1984,95,2,773,2,102,1
archive-403,Alfred Anderson,RB,MIN,1985,0,0,121,4,175,1
archive-403,Alfred Anderson,RB,MIN,1986,17,0,347,2,179,2
archive-403,Alfred Anderson,RB,MIN,1987,0,0,319,2,69,0
archive-403,Alfred Anderson,RB,MIN,1988,0,0,300,7,242,1
archive-403,Alfred Anderson,RB,MIN,1989,0,0,189,2,193,0
archive-403,Alfred Anderson,RB,MIN,1990,0,0,207,2,80,0
archive-403,Alfred Anderson,RB,MIN,1991,0,0,118,1,2,0
archive-405,Anthony Anderson,RB,ATL,1980,0,0,5,0,0,0
archive-405,Anthony Anderson,RB,PIT,1979,0,0,118,1,0,0
archive-412,Bill Anderson,WR,GB,1965,0,0,0,0,105,1
archive-412,Bill Anderson,WR,GB,1966,0,0,0,0,14,0
archive-412,Bill Anderson,WR,WAS,1958,0,0,0,0,396,2
archive-412,Bill Anderson,WR,WAS,1959,0,0,0,0,734,6
archive-412,Bill Anderson,WR,WAS,1960,0,0,6,0,488,3
archive-412,Bill Anderson,WR,WAS,1961,0,0,5,0,637,0
archive-412,Bill Anderson,WR,WAS,1962,0,0,0,0,386,2
archive-412,Bill Anderson,WR,WAS,1963,0,0,0,0,288,1
archive-415,Bob Anderson,RB,NYG,1963,0,0,-2,0,0,0
archive-416,Bobby Anderson,RB,DEN,1970,59,0,368,4,140,0
archive-416,Bobby Anderson,RB,DEN,1971,48,0,533,3,353,1
archive-416,Bobby Anderson,RB,DEN,1972,14,1,319,1,215,1
archive-416,Bobby Anderson,RB,DEN,1973,47,0,61,1,153,0
archive-416,Bobby Anderson,RB,NE,1975,0,0,1,0,0,0
archive-416,Bobby Anderson,RB,WAS,1975,0,0,0,0,0,0
archive-417,Brad Anderson,WR,CHI,1984,0,0,0,0,77,1
archive-417,Brad Anderson,WR,CHI,1985,0,0,0,0,6,0
archive-424,Chet Anderson,TE,PIT,1967,0,0,0,0,141,2
archive-425,Cliff Anderson,WR,CRD,1952,0,0,0,0,36,2
archive-425,Cliff Anderson,WR,CRD,1953,0,0,0,0,8,0
archive-425,Cliff Anderson,WR,NYG,1953,0,0,0,0,258,0
archive-438,Donny Anderson,RB,ARI,1972,71,0,536,4,298,2
archive-438,Donny Anderson,RB,ARI,1973,0,0,679,10,409,3
archive-438,Donny Anderson,RB,ARI,1974,0,0,316,3,116,3
archive-438,Donny Anderson,RB,GB,1966,0,0,104,2,33,0
archive-438,Donny Anderson,RB,GB,1967,19,0,402,6,331,3
archive-438,Donny Anderson,RB,GB,1968,12,1,761,5,333,1
archive-438,Donny Anderson,RB,GB,1969,0,0,288,1,308,1
archive-438,Donny Anderson,RB,GB,1970,0,0,853,5,414,0
archive-438,Donny Anderson,RB,GB,1971,9,1,757,5,306,1
archive-445,Flipper Anderson,WR,DEN,1997,0,0,0,0,0,0
archive-445,Flipper Anderson,WR,IND,1995,0,0,0,0,111,2
archive-445,Flipper Anderson,WR,LAR,1988,0,0,0,0,319,0
archive-445,Flipper Anderson,WR,LAR,1989,0,0,-1,0,1146,5
archive-445,Flipper Anderson,WR,LAR,1990,0,0,13,0,1097,4
archive-445,Flipper Anderson,WR,LAR,1991,0,0,0,0,530,1
archive-445,Flipper Anderson,WR,LAR,1992,0,0,0,0,657,7
archive-445,Flipper Anderson,WR,LAR,1993,0,0,0,0,552,4
archive-445,Flipper Anderson,WR,LAR,1994,0,0,11,0,945,5
archive-445,Flipper Anderson,WR,WAS,1996,0,0,0,0,0,0
archive-449,Gary Anderson,RB,DET,1993,0,0,0,0,0,0
archive-449,Gary Anderson,RB,LAC,1985,0,0,429,4,422,2
archive-449,Gary Anderson,RB,LAC,1986,4,1,442,1,871,8
archive-449,Gary Anderson,RB,LAC,1987,0,0,260,3,503,2
archive-449,Gary Anderson,RB,LAC,1988,0,0,1119,3,182,0
archive-449,Gary Anderson,RB,TB,1990,0,0,646,3,464,2
archive-449,Gary Anderson,RB,TB,1991,0,0,263,1,184,0
archive-449,Gary Anderson,RB,TB,1992,0,0,194,1,284,0
archive-449,Gary Anderson,RB,TB,1993,0,0,56,0,89,1
archive-454,Jamal Anderson,RB,ATL,1994,0,0,-1,0,0,0
archive-454,Jamal Anderson,RB,ATL,1995,0,0,161,1,42,0
archive-454,Jamal Anderson,RB,ATL,1996,0,0,1055,5,473,1
archive-454,Jamal Anderson,RB,ATL,1997,27,1,1002,7,284,3
archive-454,Jamal Anderson,RB,ATL,1998,0,0,1846,14,319,2
archive-458,Jesse Anderson,TE,NO,1993,0,0,0,0,0,0
archive-458,Jesse Anderson,TE,PIT,1992,0,0,0,0,0,0
archive-458,Jesse Anderson,TE,TB,1990,0,0,0,0,77,0
archive-458,Jesse Anderson,TE,TB,1991,0,0,0,0,73,2
archive-458,Jesse Anderson,TE,TB,1992,0,0,0,0,0,0
archive-464,Ken Anderson,QB,CIN,1971,777,5,125,1,0,0
archive-464,Ken Anderson,QB,CIN,1972,1918,7,94,3,0,0
archive-464,Ken Anderson,QB,CIN,1973,2428,18,97,0,0,0
archive-464,Ken Anderson,QB,CIN,1974,2667,18,314,2,0,0
archive-464,Ken Anderson,QB,CIN,1975,3169,21,188,2,0,0
archive-464,Ken Anderson,QB,CIN,1976,2367,19,134,1,0,0
archive-464,Ken Anderson,QB,CIN,1977,2145,11,128,2,0,0
archive-464,Ken Anderson,QB,CIN,1978,2219,10,167,1,0,0
archive-464,Ken Anderson,QB,CIN,1979,2340,16,235,2,0,0
archive-464,Ken Anderson,QB,CIN,1980,1778,6,122,0,0,0
archive-464,Ken Anderson,QB,CIN,1981,3754,29,320,1,0,0
archive-464,Ken Anderson,QB,CIN,1982,2495,12,85,4,0,0
archive-464,Ken Anderson,QB,CIN,1983,2333,12,147,1,0,0
archive-464,Ken Anderson,QB,CIN,1984,2107,10,64,0,0,0
archive-464,Ken Anderson,QB,CIN,1985,170,2,0,0,0,0
archive-464,Ken Anderson,QB,CIN,1986,171,1,0,0,0,0
archive-468,Marcus Anderson,WR,CHI,1981,0,0,0,0,243,2
archive-471,Max Anderson,RB,BUF,1968,0,0,525,2,140,0
archive-471,Max Anderson,RB,BUF,1969,0,0,74,1,65,0
archive-472,Mel Anderson,WR,PIT,1987,0,0,0,0,0,0
archive-474,Neal Anderson,RB,CHI,1986,0,0,146,0,80,1
archive-474,Neal Anderson,RB,CHI,1987,0,0,586,3,467,3
archive-474,Neal Anderson,RB,CHI,1988,0,0,1106,12,371,0
archive-474,Neal Anderson,RB,CHI,1989,0,0,1275,11,434,4
archive-474,Neal Anderson,RB,CHI,1990,0,0,1078,10,484,3
archive-474,Neal Anderson,RB,CHI,1991,0,0,747,6,368,3
archive-474,Neal Anderson,RB,CHI,1992,0,0,582,5,399,6
archive-474,Neal Anderson,RB,CHI,1993,0,0,646,4,160,0
archive-476,Ottis Anderson,RB,ARI,1979,0,0,1605,8,308,2
archive-476,Ottis Anderson,RB,ARI,1980,0,0,1352,9,308,0
archive-476,Ottis Anderson,RB,ARI,1981,0,0,1376,9,387,0
archive-476,Ottis Anderson,RB,ARI,1982,0,0,587,3,106,0
archive-476,Ottis Anderson,RB,ARI,1983,0,0,1270,5,459,1
archive-476,Ottis Anderson,RB,ARI,1984,0,0,1174,6,611,2
archive-476,Ottis Anderson,RB,ARI,1985,0,0,479,4,225,0
archive-476,Ottis Anderson,RB,ARI,1986,0,0,156,2,91,0
archive-476,Ottis Anderson,RB,NYG,1986,0,0,81,1,46,0
archive-476,Ottis Anderson,RB,NYG,1987,0,0,6,0,16,0
archive-476,Ottis Anderson,RB,NYG,1988,0,0,208,8,57,0
archive-476,Ottis Anderson,RB,NYG,1989,0,0,1023,14,268,0
archive-476,Ottis Anderson,RB,NYG,1990,0,0,784,11,139,0
archive-476,Ottis Anderson,RB,NYG,1991,0,0,141,1,41,0
archive-476,Ottis Anderson,RB,NYG,1992,0,0,31,0,0,0
archive-479,Ralph Anderson,WR,CHI,1958,0,0,0,0,177,1
archive-479,Ralph Anderson,WR,LAC,1960,0,0,0,0,614,5
archive-482,Richie Anderson,RB,NYJ,1993,0,0,0,0,0,0
archive-482,Richie Anderson,RB,NYJ,1994,0,0,207,1,212,1
archive-482,Richie Anderson,RB,NYJ,1995,0,0,17,0,26,0
archive-482,Richie Anderson,RB,NYJ,1996,0,0,150,1,385,0
archive-482,Richie Anderson,RB,NYJ,1997,0,0,70,0,150,1
archive-482,Richie Anderson,RB,NYJ,1998,0,0,2,0,12,0
archive-483,Rickey Anderson,RB,LAC,1978,0,0,11,0,-3,0
archive-486,Ronnie Anderson,WR,ARI,1998,0,0,0,0,8,0
archive-491,Stevie Anderson,WR,ARI,1995,0,0,0,0,34,1
archive-491,Stevie Anderson,WR,ARI,1996,0,0,0,0,64,0
archive-491,Stevie Anderson,WR,NYJ,1994,0,0,0,0,90,0
archive-494,Taz Anderson,TE,ARI,1961,0,0,39,1,399,2
archive-494,Taz Anderson,TE,ARI,1962,0,0,0,0,545,3
archive-494,Taz Anderson,TE,ARI,1963,0,0,0,0,47,0
archive-494,Taz Anderson,TE,ARI,1964,0,0,0,0,60,0
archive-494,Taz Anderson,TE,ATL,1966,0,0,0,0,195,3
archive-494,Taz Anderson,TE,ATL,1967,0,0,0,0,99,1
archive-495,Terry Anderson,WR,MIA,1977,0,0,11,0,0,0
archive-495,Terry Anderson,WR,MIA,1978,0,0,0,0,0,0
archive-495,Terry Anderson,WR,SF,1980,0,0,0,0,0,0
archive-495,Terry Anderson,WR,WAS,1978,0,0,0,0,56,0
archive-497,Vickey Ray Anderson,RB,GB,1980,0,0,5,0,2,0
archive-499,Warren Anderson,WR,ARI,1978,0,0,0,0,0,0
archive-499,Warren Anderson,WR,TEN,1977,0,0,0,0,0,0
archive-514,John Andrews,TE,IND,1973,0,0,0,0,1,1
archive-514,John Andrews,TE,IND,1974,0,0,6,0,0,0
archive-514,John Andrews,TE,LAC,1972,0,0,0,0,0,0
archive-517,Mitch Andrews,TE,DEN,1987,0,0,0,0,53,0
archive-523,William Andrews,RB,ATL,1979,0,0,1023,3,309,2
archive-523,William Andrews,RB,ATL,1980,0,0,1308,4,456,1
archive-523,William Andrews,RB,ATL,1981,0,0,1301,10,735,2
archive-523,William Andrews,RB,ATL,1982,0,0,573,5,503,2
archive-523,William Andrews,RB,ATL,1983,0,0,1567,7,609,4
archive-523,William Andrews,RB,ATL,1986,0,0,214,1,35,0
archive-540,Elmer Angsman,RB,CRD,1950,0,0,362,1,15,1
archive-540,Elmer Angsman,RB,CRD,1951,0,0,324,3,174,1
archive-540,Elmer Angsman,RB,CRD,1952,0,0,49,0,8,1
archive-544,Scott Ankrom,WR,DAL,1989,0,0,0,0,0,0
archive-551,Reidel Anthony,WR,TB,1997,0,0,84,0,448,4
archive-551,Reidel Anthony,WR,TB,1998,0,0,43,0,708,7
archive-554,Terry Anthony,WR,TB,1990,0,0,0,0,0,0
archive-554,Terry Anthony,WR,TB,1991,0,0,0,0,51,0
archive-555,Tyrone Anthony,RB,NO,1984,0,0,105,1,113,0
archive-555,Tyrone Anthony,RB,NO,1985,0,0,65,0,185,0
archive-557,Glenn Antrum,WR,NE,1989,0,0,0,0,0,0
archive-567,Jim Apple,RB,NYJ,1961,0,0,2,0,0,0
